Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
150 Afghans registered for AIDS treatment at FCC in Peshawar,PESHAWAR (Pajhwok): At least 150 Afghan citizens registered for the HIV/AIDS control programme in Peshawar even though the government Kabul has launched a similar initiative.,S.Muddasir Ali Shah,2016-07-04 00:00:00,"PESHAWAR (Pajhwok): At least 150 Afghan citizens registered for the HIV/AIDS control programme in Peshawar even though the government Kabul has launched a similar initiative.Female patients have also applied for treatment at the Family Care Centre (FCC) in the capital of Pakistan’s northwestern province of Khyber Pakhtunkhwa, a news report said.But the identity of the females was yet to be established, The Express Tribune quoted a senior health official, part of the AIDs control programme,as saying.The Afghans were listed for treatment since the programme was initiated in 2007, according to the newspaper, which said new patients from the neighbouring country were receiving medical assistance within Afghanistan.FCC head Dr.Fawad confirmed at least 150 of patients under treatment at the facility were Afghan nationals. “We have at least 20 people who are transgender registered with the programme.” He said 23 percent of the total HIV/AIDs patients were females.mud","['patients', 'treatment', 'registered', 'afghans', 'programme', 'afghan', 'control', 'peshawar', 'fcc', 'hivaids', 'aids', '150']","PESHAWAR (Pajhwok): At least 150 Afghan citizens registered for the HIV/AIDS control programme in Peshawar even though the government Kabul has launched a similar initiative.
Female patients have also applied for treatment at the Family Care Centre (FCC) in the capital of Pakistan ’s northwestern province of Khyber Pakhtunkhwa, a news report said.
The Afghans were listed for treatment since the programme was initiated in 2007, according to the newspaper, which said new patients from the neighbouring country were receiving medical assistance within Afghanistan .
FCC head Dr.Fawad confirmed at least 150 of patients under treatment at the facility were Afghan nationals.
“We have at least 20 people who are transgender registered with the programme.” He said 23 percent of the total HIV/AIDs patients were females."
,,,,,,
Pajhwok Afghan News,,,None,"a gathering of the Afghanistan Salvation Alliance here, Manawi, a former judge, said the government had not ... to hold elections like it did in 1393, it would be better not to hold the elections.” Manawi said the ... intention to bring peace and the Taliban were also not willing to reconcile with the government. Other ...

Ali - 2017-12-15","['elections', 'pajhwok', 'afghan', 'peace', 'taliban', 'willing', 'manawi', 'intention', 'hold', 'salvation', 'reconcile', 'judge']","a gathering of the Afghanistan Salvation Alliance here, Manawi, a former judge, said the government had not ... to hold elections like it did in 1393, it would be better not to hold the elections.” Manawi said the ... intention to bring peace and the Taliban were also not willing to reconcile with the government.
Other ...Ali - 2017-12-15"
Pajhwok Afghan News,,,None,"... on Sunday morning en-route from Addis Ababa to Nairobi with 149 passengers and eight crew believed to be on board, Ethiopian Airlines said. ... said in a statement. “It is believed that there were 149 passengers and eight crew on board the flight but we are currently ...

nuddin - 2019-03-10 - 0 comments","['149', 'pajhwok', 'morning', 'afghan', 'statement', 'nuddin', 'nairobi', 'flight', 'passengers', 'board', 'believed', 'crew']","... on Sunday morning en-route from Addis Ababa to Nairobi with 149 passengers and eight crew believed to be on board, Ethiopian Airlines said.
... said in a statement.
“It is believed that there were 149 passengers and eight crew on board the flight but we are currently ...nuddin - 2019-03-10 - 0 comments"
Pajhwok Afghan News,,ASADABAD (Pajhwok): Public Health Minister Ferozuddin Feroz on Sunday visited the civil hospital in eastern Kunar province and set provincial health officials a month-long deadline to streamline their affairs.,None,ASADABAD (Pajhwok): Public Health Minister Ferozuddin Feroz on Sunday visited the civil hospital in eastern Kunar province and set provincial health officials a month-long deadline to streamline their affairs.,"['kabul', 'speak', 'pajhwok', 'afghan', 'treatment', 'village', 'mother', 'receiving', 'tongue', 'spending', 'peace']","KABUL (Pajhwok): A group of 50 Afghan children on Sunday arrived in Kabul from Germany after receiving treatment, but some of them speak German and cannot speak their mother tongue after spending up to a year at Friedensdorf – the peace village."
,,,,,,
"Over 1,300 HIV cases registered in Afghanistan","KABUL (PAN): The Public Health Ministry on Saturday disclosed that 1,327 HIV (Human Immunodeficiency Virus) cases have been registered across Afghanistan, mostly among intravenous drug users.",Zarghona Salehi,2012-12-01 00:00:00,"KABUL (PAN): The Public Health Ministry on Saturday disclosed that 1,327 HIV (Human Immunodeficiency Virus) cases have been registered across Afghanistan, mostly among intravenous drug users.A ministry spokesperson, Dr Kaniska Turkistani told Pajhwok Afghan News that 70 percent of them were males, 25 percent females, while five percent were children.According to Turkistani, most cases were recorded in Kabul, Kandahar and Herat provinces. Patients were mostly drug addicts and those who traveled across the borders were suffering from HIV.Currently, about 23,000 addicts who injected drugs into their bodies using syringes were the main reason for spreading the disease. The Afghan government is providing disposable syringes to addicts to curb the spread of the virus.Sixteen medical consultation centres and 24 first-aid centers are currently operating across the country to promote awareness about HIV infections.HIV is a very dangerous virus that destroys human immunity system, particularly the white blood cells that build the immune system in a person, added Turkistani.   He cautioned that it can be spread through syringe, surgical and dentist equipment, tooth brush or blood transfusion.According to the ministry, 34 million people were suffering from HIV worldwide and 36 million patients have lost their lives.nz/vp","['patients', 'registered', 'system', 'syringes', 'virus', 'suffering', 'spread', '1300', 'afghanistan', 'cases', 'turkistani', 'hiv', 'ministry', 'addicts']","KABUL (PAN ): The Public Health Ministry on Saturday disclosed that 1,327 HIV (Human Immunodeficiency Virus) cases have been registered across Afghanistan , mostly among intravenous drug users.
Patients were mostly drug addicts and those who traveled across the borders were suffering from HIV.
Sixteen medical consultation centres and 24 first-aid centers are currently operating across the country to promote awareness about HIV infections.
HIV is a very dangerous virus that destroys human immunity system, particularly the white blood cells that build the immune system in a person, added Turkistani.
According to the ministry, 34 million people were suffering from HIV worldwide and 36 million patients have lost their lives."
,,,,,,
Pajhwok Afghan News,,,None,"... World Health Organisation (WHO) until 2015 estimated 6,700 people were infected with HIV in the country while in 2013 the figures ... relatively low number of HIV infected that numbered around 6,700 people. He voiced concerns that infectious diseases like Hepatitis B ...

nuddin - 2015-08-08","['6700', 'relatively', 'pajhwok', 'afghan', 'nuddin', 'numbered', 'voiced', 'organisation', 'world', 'infected', 'number', 'hiv']","... World Health Organisation (WHO) until 2015 estimated 6,700 people were infected with HIV in the country while in 2013 the figures ... relatively low number of HIV infected that numbered around 6,700 people.
He voiced concerns that infectious diseases like Hepatitis B ...nuddin - 2015-08-08"
Pajhwok Afghan News,,,None,"separate incidents across the country in the past 24 hours, the Ministry of Defence said on Monday. In ... in which they were travelling in flipped over in the Narkh district of central Maidan Wardak ...

daud.hussaini - 2011-08-29","['travelling', 'pajhwok', 'afghan', 'maidan', 'flipped', 'wardak', 'past', 'incidents', 'narkh', 'hours', 'ministry', 'separate']","separate incidents across the country in the past 24 hours, the Ministry of Defence said on Monday.
In ... in which they were travelling in flipped over in the Narkh district of central Maidan Wardak ...daud.hussaini - 2011-08-29"
Pajhwok Afghan News,,,None,"... 238 people, including two women , for HIV-AIDS. Of them 11 were found HIV- positive. In addition, he said 5, 765 more people were ...

rehmat.mehsud - 2014-04-01 - 0 comments","['women', 'pajhwok', 'afghan', 'comments', 'rehmatmehsud', '238', 'hivaids', '765', 'including', 'positive', 'addition', 'hiv']","... 238 people, including two women , for HIV-AIDS.
Of them 11 were found HIV- positive.
In addition, he said 5, 765 more people were ...rehmat.mehsud - 2014-04-01 - 0 comments"
Pajhwok Afghan News,,,None,"... by the Taliban. He confirmed the district police chief, Ahmad Shah Salim, had been killed. “The whole district is not under ...

MohammadDawood - 2016-10-03 - 0 comments","['mohammaddawood', 'pajhwok', 'killed', 'afghan', 'chief', 'shah', 'salim', 'ahmad', 'taliban', 'confirmed', 'district', 'comments']","... by the Taliban.
He confirmed the district police chief, Ahmad Shah Salim, had been killed.
“The whole district is not under ...MohammadDawood - 2016-10-03 - 0 comments"
,,,,,,
Pajhwok Afghan News,,"KABUL (Pajhwok): Global Fund, an international financing organization, on Wednesday pledged $52 million in assistance to the Ministry of Public Health (MoPH) to help it fight HIV/AIDS, TB and malaria diseases. An agreement to this effect was signed...",None,"KABUL (Pajhwok): Global Fund, an international financing organization, on Wednesday pledged $52 million in assistance to the Ministry of Public Health (MoPH) to help it fight HIV/AIDS, TB and malaria diseases. An agreement to this effect was signed...","['pajhwok', 'afghan', 'syed', 'returned', 'work', 'reached', 'province', 'official', 'number', 'zaranj', 'southwestern']","ZARANJ (Pajhwok): The number of drug addicted people has reached 10,000 in southwestern Nimroz province and most of these individuals have returned from Iran after going there for work, an official said on Sunday.
Dr. Syed Khalil Kazemi, in charge..."
Pajhwok Afghan News,,,None,"... that the price of 560 kilograms of peeled oak increased from 6,900 afghanis to 7,000 afghanis and the price of the same quantity of cedar ...

Ali - 2016-12-10 - 0 comments","['pajhwok', 'kilograms', 'afghan', 'price', 'increased', 'quantity', 'oak', 'cedar', 'ali', 'afghanis', 'comments', 'peeled']","... that the price of 560 kilograms of peeled oak increased from 6,900 afghanis to 7,000 afghanis and the price of the same quantity of cedar ...Ali - 2016-12-10 - 0 comments"
Pajhwok Afghan News,,,None,"and took them away. Some sources put the number of those kidnapped at 30, but others between 20, 17 or ...

Ali - 2015-11-25","['pajhwok', 'took', 'afghan', 'kidnapped', 'sources', '20151125', '17', '20', 'number', 'away', 'ali', '30']","and took them away.
Some sources put the number of those kidnapped at 30, but others between 20, 17 or ...Ali - 2015-11-25"
Pajhwok Afghan News,,,None,"... Thursday said most of their people could not vote in the Oct 20-21 Wolesi Jirga elections and that the ballot was missive rigged in ...

Ali - 2018-11-08 - 0 comments","['elections', 'oct', 'pajhwok', 'afghan', 'comments', 'wolesi', 'jirga', 'vote', 'missive', 'ballot', 'rigged', 'ali']",... Thursday said most of their people could not vote in the Oct 20-21 Wolesi Jirga elections and that the ballot was missive rigged in ...Ali - 2018-11-08 - 0 comments
Pajhwok Afghan News,,,None,"Kabul and overturned in Dehmzung area. The victims are said to be labourers travelling to Iran. Captain ... Sher Ahmad, an Afghan National Army (ANA) official in Khashrud, said they had shifted the injured to ... the district hospital. The other day, at least nine people were killed in a traffic accident on the ...

mafridi - 2015-08-01","['shifted', 'national', 'travelling', 'pajhwok', 'afghan', 'traffic', 'overturned', 'victims', 'mafridi', 'sher', 'official', 'labourers']","Kabul and overturned in Dehmzung area.
The victims are said to be labourers travelling to Iran.
Captain ... Sher Ahmad, an Afghan National Army (ANA) official in Khashrud, said they had shifted the injured to ... the district hospital.
The other day, at least nine people were killed in a traffic accident on the ...mafridi - 2015-08-01"
,,,,,,
Pajhwok Afghan News,,Ajmal Wesal,None,"TIRINKOT (Pajhwok): The mother and child mortality rate has risen in central Uruzgan province due to growing insecurity and the absence of healthcare professional, says the Public Health Department.","['kabul', 'pajhwok', 'afghan', 'statement', 'provinces', 'public', 'million', 'moph', 'campaign', 'vulnerable', 'ministry']","KABUL (Pajhwok): The Ministry of Public Health said on Saturday more than six million children would be covered by an anti-polio campaign in 21 provinces of the country.
A statement from MoPH said the campaign would cover areas vulnerable to the..."
,,,,,,
Pajhwok Afghan News,,,None,"494 reads KABUL (Pajhwok): Afghanistan exported 1,300 tons of pine nuts last fiscal year, ... more than one billion US dollars if needed measures were taken. He said more than 1,300 tons of pine ...

MohammadDawood - 2019-01-09","['pajhwok', 'afghan', 'taken', 'nuts', 'needed', 'measures', 'pine', 'tons', 'mohammaddawood', '1300', 'reads']","494 reads KABUL (Pajhwok): Afghanistan exported 1,300 tons of pine nuts last fiscal year, ... more than one billion US dollars if needed measures were taken.
He said more than 1,300 tons of pine ...MohammadDawood - 2019-01-09"
Pajhwok Afghan News,,,None,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
Pajhwok Afghan News,,KABUL (Pajhwok): Afghanistan Chamber of Commerce and Industry (ACCI) officials on Tuesday asked the government to come up with measures to overcome increasing joblessness and decreasing investment in the country.,None,KABUL (Pajhwok): Afghanistan Chamber of Commerce and Industry (ACCI) officials on Tuesday asked the government to come up with measures to overcome increasing joblessness and decreasing investment in the country.,"['kabul', 'pajhwok', 'unable', 'afghan', 'joblessness', 'past', 'money', 'month', 'work', 'week', 'number']","KABUL (Pajhwok): A number of labourers in capital Kabul complain joblessness has increased during the past two years and they are unable find work for a week in a month.
The joblessness has forced them into borrowing money from friends, the daily..."
,,,,,,
Pajhwok Afghan News,,Ahmad Shah Erfanyar,None,"KABUL (Pajhwok): As a result of 190 clashes, more than 1,600 people were killed and nearly 1,200 others wounded in 30 provinces of the country in the past one month, while no incident of violence occurred in remaining four provinces in this period...","['pajhwok', 'afghan', 'interest', 'washington', 'pakistan', 'pakistans', 'terrorists', 'states', 'pan', 'targeting', 'neighbours', 'united']","WASHINGTON ( PAN ): It is in the interest of both Afghanistan and Pakistan to go after terrorists, the United States says, asking Islamabad to do more against the groups targeting its neighbours.
“It's in Pakistan's interest, it's in Afghanistan's..."
Pajhwok Afghan News,,,None,"... Afghan defence minister nominee Masoom Stanikzai will also attend the meeting. Lute said they would welcome Stanikzai at the ... “I think that’s proving to be true.” “They also agreed that together they would take an assessment as to progress this ...

Ali - 2016-05-03","['pajhwok', 'meeting', 'afghan', 'stanikzai', 'true', 'welcome', 'think', 'progress', 'proving', 'thats', 'minister', 'nominee']","... Afghan defence minister nominee Masoom Stanikzai will also attend the meeting.
Lute said they would welcome Stanikzai at the ... “I think that’s proving to be true.” “They also agreed that together they would take an assessment as to progress this ...Ali - 2016-05-03"
Pajhwok Afghan News,,,None,"... When the Russian troops started to leave the country in May 1988, it appeared to be clear that the artifacts of the museum were at risk. In ...

Ali - 2015-09-03 - 0 comments","['pajhwok', 'risk', 'afghan', 'started', 'russian', 'museum', 'artifacts', 'leave', 'country', 'troops', 'comments', 'clear']","When the Russian troops started to leave the country in May 1988, it appeared to be clear that the artifacts of the museum were at risk.
In ...Ali - 2015-09-03 - 0 comments"
,,,,,,
Add new comment,,Bashir Ahmed Naadem,None,"KANDAHAR CITY (Pajhwok): The numbers of Human Immunodeficiency Virus (HIV)-affected people in southern Kandahar province is 44, including five women, an official said on Monday.Public Health Director Dr. Abdul Qayyum Pukhla said this at a gathering marking International Acquired Immune Deficiency Syndrome (AIDS) Day in Kandahar City.He said around 1,693 people were affected by HIV/AIDS throughout the country, with 44 in Kandahar. So far, 50 people have lost their lives to HIV in Afghanistan.Pukhla said that the use of illicit drugs, illegal sexual relations, unawareness, poverty and porous borders were the main causes of HIV spread in the country. nh/mud","['add', 'comment']",
Pajhwok Afghan News,,,None,"administrative chief said. Mohammad Siddique told Pajhwok Afghan News 11 girls were killed and two others ... condition. Ten girls were killed on the spot while an 11th died on her way to hospital, said Mujib-ur-Rahman, ...

mnaseh - 2012-12-17","['pajhwok', 'killed', 'afghan', 'girls', 'mohammad', 'mnaseh', 'siddique', 'way', 'told', 'mujiburrahman', 'spot']","administrative chief said.
Mohammad Siddique told Pajhwok Afghan News 11 girls were killed and two others ... condition.
Ten girls were killed on the spot while an 11th died on her way to hospital, said Mujib-ur-Rahman, ...mnaseh - 2012-12-17"
Pajhwok Afghan News,,,None,"Humanitarian Affairs (UNOCHA) on Wednesday said 23,000 families have been displaced due to calshes between ... said around 23,000 families had been displaced due to clashes between Taliban and Daesh rebels in ...

pkarokhail - 2019-04-10","['pajhwok', 'afghan', 'unocha', '23000', 'displaced', 'clashes', 'taliban', 'families', 'rebels', 'humanitarian', 'daesh', 'pkarokhail']","Humanitarian Affairs (UNOCHA) on Wednesday said 23,000 families have been displaced due to calshes between ... said around 23,000 families had been displaced due to clashes between Taliban and Daesh rebels in ...pkarokhail - 2019-04-10"
Pajhwok Afghan News,,,None,"... of Herat city, said it was a matter of pleasure that more transformers had been added to the current system. However, he said the ...

mnaseh - 2013-05-16 - 0 comments","['pajhwok', 'added', 'afghan', 'comments', 'mnaseh', 'city', 'current', 'matter', 'pleasure', 'herat', 'system', 'transformers']","... of Herat city, said it was a matter of pleasure that more transformers had been added to the current system.
However, he said the ...mnaseh - 2013-05-16 - 0 comments"
Pajhwok Afghan News,,,None,"KABUL (Pajhwok): At least 1,662 civilians were killed in the first six months of 2017, showing an increase of two per cent over the same period last year, the UN Assistance Mission in Afghanistan (UNAMA) said on Monday. In a half-yearly... read more","['mission', 'pajhwok', 'killed', 'afghan', 'kabul', 'unama', 'showing', 'increase', 'months', 'period', 'read']","KABUL (Pajhwok): At least 1,662 civilians were killed in the first six months of 2017, showing an increase of two per cent over the same period last year, the UN Assistance Mission in Afghanistan (UNAMA) said on Monday.
In a half-yearly... read more"
Pajhwok Afghan News,,,None,"... most of the people were unemployed and poverty was on the raise. Everyone is busy eking out a living. He said many of the people were ...

nuddin - 2018-03-17 - 0 comments","['pajhwok', 'raise', 'afghan', 'nuddin', 'eking', 'living', 'busy', '20180317', 'unemployed', 'poverty', 'comments']","... most of the people were unemployed and poverty was on the raise.
Everyone is busy eking out a living.
He said many of the people were ...nuddin - 2018-03-17 - 0 comments"
Pajhwok Afghan News,,,None,"... in the presence of other lawmakers, he added. Under Article 108 of the Constitution, if a lawmaker dies or resigns, he/she is replaced by ...

Ali - 2014-04-07 - 0 comments","['pajhwok', 'constitution', 'afghan', 'article', 'resigns', 'lawmaker', 'lawmakers', 'dies', 'heshe', 'replaced', 'comments', 'presence']","... in the presence of other lawmakers, he added.
Under Article 108 of the Constitution, if a lawmaker dies or resigns, he/she is replaced by ...Ali - 2014-04-07 - 0 comments"
$8.7m grant signed to scale up fight against HIV,KABUL (Pajhwok): The UN Development Programme (UNDP) and the Global Fund on Wednesday signed a $8.7 million grant with the Ministry of Public Health to scale up HIV prevention measures and treatment for people most at risk of contracting the virus.,Pajhwok,2016-07-13 00:00:00,"KABUL (Pajhwok): The UN Development Programme (UNDP) and the Global Fund on Wednesday signed a $8.7 million grant with the Ministry of Public Health to scale up HIV prevention measures and treatment for people most at risk of contracting the virus.The epidemic continues to spread among key populations at higher risk of Human Immunodeficiency Virus (HIV). Injecting drug use is a major driver of HIV infections in Afghanistan, a country that is also the world’s leading producer of opium and heroin.A statement from UNDP said a combination of injecting practices involving the use of non-sterile equipment, high-risk sexual behaviour, punitive policies and stigma towards people who inject drugs are fuelling the epidemic.The most recent drug use survey showed eight per cent of the population aged 15-64 is dependent on drugs, with significant increases in the number of people who use opium and heroin. Minister of Public Health Ferozudd in Ferozsaid: “With this grant we’ll be able to expand treatment and care for people living with HIV, boost our prevention efforts and raise awareness among vulnerable groups that are key to controlling and reversing the HIV epidemic.”Men with high-risk sexual behaviour may play a larger role in HIV transmission than previously thought. They also experience stigma and discrimination in their own families and communities, and are confronted with punitive laws, prosecution and a lack of access to HIV prevention services.UNDP Country Director Douglas Keh said: “Without reducing stigma associated with drug use, and implementing prevention programmes that treat every person with dignity, compassion, and respect, regardless of circumstance or condition, Afghanistan’s efforts to curb the HIV epidemic will fall short. We need to go the extra mile and this new grant will help us do it,”To address high levels of stigma and discrimination, the grant will strengthen legal and policy environments in order to promote access to HIV prevention, treatment and support for people vulnerable to and affected by HIV, securing their meaningful involvement in the response to HIV in Afghanistan.pr/mud","['treatment', 'risk', 'scale', 'prevention', 'vulnerable', 'sexual', 'drug', 'grant', 'fight', '87m', 'stigma', 'undp', 'signed', 'hiv']","KABUL (Pajhwok): The UN Development Programme (UNDP) and the Global Fund on Wednesday signed a $8.7 million grant with the Ministry of Public Health to scale up HIV prevention measures and treatment for people most at risk of contracting the virus.
The epidemic continues to spread among key populations at higher risk of Human Immunodeficiency Virus (HIV).
Injecting drug use is a major driver of HIV infections in Afghanistan , a country that is also the world ’s leading producer of opium and heroin.
They also experience stigma and discrimination in their own families and communities, and are confronted with punitive laws, prosecution and a lack of access to HIV prevention services.
We need to go the extra mile and this new grant will help us do it,”To address high levels of stigma and discrimination, the grant will strengthen legal and policy environments in order to promote access to HIV prevention, treatment and support for people vulnerable to and affected by HIV, securing their meaningful involvement in the response to HIV in Afghanistan."
,,,,,,
Pajhwok Afghan News,,Haseeb Muslih,None,"KABUL, Oct 26, 2010: Deputy public health minister, Dr. Sadruddin Sahar, hands over an appreciation letter to an official of Radio Television of Afghanistan during a ceremony here on Tuesday.","['oct', 'pajhwok', 'kabul', 'afghan', 'sadruddin', 'radio', 'public', 'sahar', 'official', 'minister', 'letter', 'television']","KABUL , Oct 26, 2010: Deputy public health minister, Dr. Sadruddin Sahar, hands over an appreciation letter to an official of Radio Television of Afghanistan during a ceremony here on Tuesday."
Pajhwok Afghan News,,,None,"participate in Afghanistan 's reconstruction. Jamal Gul, who once fought against the Afghan security ... Afghanistan's wellbeing and security. For the wrongs I may have committed during my association with the ... his village in Shali area, he said: ""Many of my friends who have abandoned the insurgency are now ...

Anonymous (not verified) - 2011-03-13","['pajhwok', 'wrongs', 'afghan', 'wellbeing', 'village', 'reconstruction', 'participate', 'security', 'verified', 'jamal', 's', 'shali']","participate in Afghanistan 's reconstruction.
Jamal Gul, who once fought against the Afghan security ... Afghanistan's wellbeing and security.
For the wrongs I may have committed during my association with the ... his village in Shali area, he said: ""Many of my friends who have abandoned the insurgency are now ...
Anonymous (not verified) - 2011-03-13"
Pajhwok Afghan News,,Ajmal Wesal,None,"TIRINKOT (Pajhwok): The mother and child mortality rate has risen in central Uruzgan province due to growing insecurity and the absence of healthcare professional, says the Public Health Department.","['kabul', 'pajhwok', 'afghan', 'statement', 'provinces', 'public', 'million', 'moph', 'campaign', 'vulnerable', 'ministry']","KABUL (Pajhwok): The Ministry of Public Health said on Saturday more than six million children would be covered by an anti-polio campaign in 21 provinces of the country.
A statement from MoPH said the campaign would cover areas vulnerable to the..."
Pajhwok Afghan News,,Zaghona Salehi,None,KABUL (Pajhwok): Afghanistan and China on Wednesday signed a Memorandum of Understanding (MoU) on expanding trade relations by supporting small and intermediate businesses.,"['memorandum', 'kabul', 'pajhwok', 'fao', 'afghan', 'veterinary', 'organization', 'mou', 'iav', 'agriculture', 'understanding']","KABUL (Pajhwok): The Food and Agriculture Organization (FAO) and the Institute of Agriculture and Veterinary (IAV) on Sunday inked a Memorandum of Understanding (MoU) on future cooperation.
Under the MoU, the FAO would cooperate with IAV in capacity..."
,,,,,,
Pajhwok Afghan News,,Zarghona Salehi,None,KABUL ( PAN ): President Hamid Karzai on Saturday renewed his call on the people to use fabric bags instead of plastic ones and keep planting trees to check increasing environmental pollution and subsequent diseases.,"['tackling', 'rounding', 'pajhwok', 'ministries', 'afghan', 'kabul', 'addiction', 'production', 'head', 'pan', 'problem', 'opiates']","KABUL (PAN): Drug addiction continues to be a problem in Afghanistan along with the escalating cultivation and production of opiates in the country.
Now ministries are tackling the problem of addiction head on, by rounding up addicts and encouraging..."
Pajhwok Afghan News,,,None,"... been very effective. We started work in 2008. I took over in 2012, my predecessor was forced to resign because he wasn’t aggressive ... they didn’t help enough so the President appointed me in 2012. I have only been here for three years but in those three years we have ...

h.ghanizada - 2015-11-21","['pajhwok', 'took', 'afghan', 'started', 'help', 'resign', 'forced', 'predecessor', 'work', 'president', 'hghanizada', 'wasnt']","... been very effective.
We started work in 2008.
I took over in 2012, my predecessor was forced to resign because he wasn’t aggressive ... they didn’t help enough so the President appointed me in 2012.
I have only been here for three years but in those three years we have ...h.ghanizada - 2015-11-21"
,,,,,,
Pajhwok Afghan News,,,None,"... side is due to play in Asian Games in China on November 24 and the final of Intercontinental cricket cup in Dubai, UAE, on December 2. ...

editor - 2011-02-18","['pajhwok', 'play', 'afghan', 'intercontinental', 'cup', 'china', 'uae', 'games', 'final', 'dubai', 'editor', 'cricket']","... side is due to play in Asian Games in China on November 24 and the final of Intercontinental cricket cup in Dubai, UAE, on December 2.
...editor - 2011-02-18"
"1,694 HIV positive cases registered in Afghanistan","KABUL (Pajhwok): Around 1,694 HIV/AIDS positive cases have been registered in the country as of yet but discrimination against those infected causes a rise in the epidemic, the Ministry of Public Health (MoPH) said on Saturday.",Mohammad Halim Karimi,None,"KABUL (Pajhwok): Around 1,694 HIV/AIDS positive cases have been registered in the country as of yet but discrimination against those infected causes a rise in the epidemic, the Ministry of Public Health (MoPH) said on Saturday.The MoPH and World Health Organisation (WHO) until 2015 estimated 6,700 people were infected with HIV in the country while in 2013 the figures were only 1,700.According to MoPH, more than 23,000 drug addicts using same syringe for injections and illicit sexual relations were at risk of getting affected by the virus.Dr. Feda Mohammad Paikan, head of national programme for AIDS control at MoPH, addressing a one-day awareness workshop, said the disease was preventable but not treatable and those affected should not be physically abused or discriminated against.“Discrimination and ill-will towards AIDS-affected forces them to leave jobs, go in hiding, and isolate themselves from the society and family,” he remarked, adding that the media should play a positive role in raising people’s awareness about the menace and how to behave with those infected.He insisted the HIV virus was not transferable through working in the same office, use of towels, telephones or swimming in a pool.He said Afghanistan was still among the countries that had relatively low number of HIV infected that numbered around 6,700 people.He voiced concerns that infectious diseases like Hepatitis B and C and HIV virus were on the rise.Ehsanullah Ehsan, the HIV/AIDS committee advisor at MoPH, said unemployment, poverty, migration, insecurity and lack of awareness were among the major reasons behind the spike in the disease.hg/rm","['registered', '1694', 'affected', 'hivaids', 'virus', 'afghanistan', 'moph', 'cases', 'positive', 'awareness', 'health', 'country', 'infected', 'hiv']","KABUL (Pajhwok): Around 1,694 HIV/AIDS positive cases have been registered in the country as of yet but discrimination against those infected causes a rise in the epidemic, the Ministry of Public Health (MoPH) said on Saturday.
The MoPH and World Health Organisation (WHO) until 2015 estimated 6,700 people were infected with HIV in the country while in 2013 the figures were only 1,700.
He insisted the HIV virus was not transferable through working in the same office, use of towels, telephones or swimming in a pool.
He said Afghanistan was still among the countries that had relatively low number of HIV infected that numbered around 6,700 people.
He voiced concerns that infectious diseases like Hepatitis B and C and HIV virus were on the rise."
Pajhwok Afghan News,,,None,KHOST CITY (Pajhwok): Hundreds of protestors in Dwamanda district of southeastern Khost province on Monday asked the Ministry of Interior (MoI) to dismiss the provincial police chief and the crime-branch head for incompetency and demanded their... read more,"['pajhwok', 'interior', 'afghan', 'protestors', 'southeastern', 'ministry', 'provincial', 'province', 'moi', 'read', 'khost']",KHOST CITY (Pajhwok): Hundreds of protestors in Dwamanda district of southeastern Khost province on Monday asked the Ministry of Interior (MoI) to dismiss the provincial police chief and the crime-branch head for incompetency and demanded their... read more
Pajhwok Afghan News,,,None,"in Afghanistan said he did not expect the Haqqani network, members of Al Qaeda and a section of the ... for the high profile attacks in Kunduz,” he said. He believed the Haqqanis would probably not ... trying to work with Pakistan on the reconciliation process. “He has not seen a lot in return, therefore ...

Ali - 2015-10-08","['process', 'pajhwok', 'afghan', 'pakistan', 'qaeda', 'profile', 'trying', 'seen', 'work', 'probably', 'reconciliation', 'return']","in Afghanistan said he did not expect the Haqqani network, members of Al Qaeda and a section of the ... for the high profile attacks in Kunduz,” he said.
He believed the Haqqanis would probably not ... trying to work with Pakistan on the reconciliation process.
“He has not seen a lot in return, therefore ...Ali - 2015-10-08"
Add new comment,,Bashir Ahmed Naadem,None,"KANDAHAR CITY (PAN): The number of AIDS patients has doubled in southern Kandahar province, an official said on Sunday.Kandahar Public Health director Dr Abdul Qayum Pakhla said AIDS cases were on the rise in Kandahar --- cases has doubled from 11 in 2011 to 22 this year.Doctors, tribal elders and the public participated in an awareness campaign organised by the Kandahar Public Health Department on Sunday.Pakhla also mentioned that three decades of war, financial problems and drug usage were the major reasons for the rise in AIDS. He said to prevent the disease people should examine their blood to detect HIV.Kandahar AIDS Prevention department head Dr Hamayoun Rehman said 1,320 blood samples were examined and 21 were positive. Among the 21 patients, 18 were males and three were females who contracted the deadly virus from their husbands.He said four people had reached a critical stage while three had died. The main source of the disease was the use of syringes used by drug addicts.AIDS awareness centres had been established in Kandahar but due to traditional beliefs and social stigma people are shying away from seeking treatment. The first AIDS patient in Afghanistan was detected in Kunduz in 2005.According to the United Nations, 34 million people are suffering from HIV worldwide and half were women.nz/vp","['add', 'comment']",
