Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
"Annually 70,000 Bangladeshis die from Tuberculosis",,,None,"Speakers at a health conference on Wednesday said respiratory diseases cause a significant health burden both globally and in Bangladesh and it affects all aged groups.

A large number of people have been suffering from different respiratory diseases like Asthma, Chronic Obstructive Pulmonary Disease (COPD), TB and lung malignancy due to rapid increase of air population, urbanization, unplanned industrialization, high level indoor air pollution, use of tobacco products and HIV epidemic, they said.

""About 70 lakh people are affected by Asthma in the country. Annually, 70,000 Bangladeshis die from Tuberculosis. By 2020, respiratory diseases will be the third leading cause of death globally, so it is high time to take steps to face this challenge,"" said one of the speakers.

They came up with the number while addressing the three-day 5th International Conference on Lung Health at Bangabandhu International Conference Centre (BICC) held in the capital on Wednesday.

Some 1,300 physicians from home and abroad are attending the conference, which is being organised by Bangladesh Lung Foundation (BLF).

BLF President Prof Md Rashidul Hassan, secretary general Prof Mohammad Ali Hossain, treasurer Dr Asif Mujtaba Mahmud, joint secretary Dr Mohammad Abdus Shakur Khan, organizing secretary Prof Mohammad Mohiuddin Ahmad and others spoke at the function.","['lung', 'diseases', 'respiratory', 'die', 'secretary', 'international', 'annually', 'tuberculosis', '70000', 'bangladeshis', 'number', 'prof', 'mohammad', 'conference', 'health']","Speakers at a health conference on Wednesday said respiratory diseases cause a significant health burden both globally and in Bangladesh and it affects all aged groups.
Annually, 70,000 Bangladeshis die from Tuberculosis.
By 2020, respiratory diseases will be the third leading cause of death globally, so it is high time to take steps to face this challenge,"" said one of the speakers.
They came up with the number while addressing the three-day 5th International Conference on Lung Health at Bangabandhu International Conference Centre (BICC) held in the capital on Wednesday.
BLF President Prof Md Rashidul Hassan, secretary general Prof Mohammad Ali Hossain, treasurer Dr Asif Mujtaba Mahmud, joint secretary Dr Mohammad Abdus Shakur Khan, organizing secretary Prof Mohammad Mohiuddin Ahmad and others spoke at the function."
Two more HIV+ Rohingya women admitted to CMCH,,,None,"CHITTAGONG, Sept 25: Two more Rohingya women diagnosed with HIV positive were admitted to Chittagong Medical College Hospital (CMCH) on Monday.

The women ageing around in their 50s and 60s, respectively, hailed from Maungdaw district of troubled Rakhine state in Myanmar. With this, around 139 Rohingyas were rushed to the hospital for last one month and two of them injured with bullet and in road accident succumbed to injuries, said Assistant Sub Inspector (ASI) Alauddin Talukdar of the CMCH Police Outpost. On the other hand, some 55 Rohingyas left the hospital after recovery till September 25, while the rests were undergoing treatment at different wards, informed the ASI.","['chittagong', 'asi', 'admitted', 'hiv', 'hospital', 'troubled', 'undergoing', 'wards', 'rohingyas', '25', 'women', 'cmch', 'rohingya']","CHITTAGONG, Sept 25: Two more Rohingya women diagnosed with HIV positive were admitted to Chittagong Medical College Hospital (CMCH) on Monday.
The women ageing around in their 50s and 60s, respectively, hailed from Maungdaw district of troubled Rakhine state in Myanmar.
With this, around 139 Rohingyas were rushed to the hospital for last one month and two of them injured with bullet and in road accident succumbed to injuries, said Assistant Sub Inspector (ASI) Alauddin Talukdar of the CMCH Police Outpost.
On the other hand, some 55 Rohingyas left the hospital after recovery till September 25, while the rests were undergoing treatment at different wards, informed the ASI."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,Alpha has been released in the country. Only four cineplexes are screening the full-length film. They are the two cineplexes ...,"['daily', 'cineplexes', 'screening', 'fulllength', 'country', 'alpha', 'observer', 'film', 'released']","Alpha has been released in the country.
Only four cineplexes are screening the full-length film.
They are the two cineplexes ..."
George Michael regretted going to war with Sony,,,None,"George Michael regretted going to war with Sony

The star took Sony to court in 1992, claiming he had little control over his work, with the company treating him as ""no more than a piece of software"".

He eventually lost the case, which put his career on hold for five years.

""It dented the armour in his career in America,"" said Michael's friend and former manager, David Austin, who produced the new Channel 4 documentary.

""He was a guy who was firing on all four cylinders and it just, it blew that candle out in the US without a doubt.""

""He says in the film, and when we were talking about the court case and how we were going to handle it, and I didn't realise this at all, but he turned around to me and said how he regretted it.""

The Sony trial coincided with a devastating period in Michael's personal life, during which his partner Anselmo Feleppa discovered he was HIV positive and, later, died of an Aids-related brain haemorrhage.

In the documentary, which Michael was working on 48 hours before his death last Christmas, the star reveals he never fully recovered from Feleppa's death.

He describes the Brazilian designer as his ""saviour"", who helped him feel comfortable about his sexuality.

""It's very hard to be proud of your own sexuality when it hasn't brought you any joy,"" he says. ""Once it's associated with joy and love it's easy to be proud of who you are.""

But only a few months into their relationship, Feleppa developed a flu that wouldn't go away. He was advised to take a test and was diagnosed with Aids over Christmas 1991.

""I was absolutely devastated to find out he had a terminal illness... just devastated,"" Michael says in the documentary, which he co-directed.

That same year, Michael's friend Freddie Mercury, the lead singer of Queen, died of an Aids-related illness. Within months, Michael found himself singing at a tribute concert while facing his own lover's mortality. -BBC





George Michael regretted suing his record label in the 1990s, a new documentary reveals.The star took Sony to court in 1992, claiming he had little control over his work, with the company treating him as ""no more than a piece of software"".He eventually lost the case, which put his career on hold for five years.""It dented the armour in his career in America,"" said Michael's friend and former manager, David Austin, who produced the new Channel 4 documentary.""He was a guy who was firing on all four cylinders and it just, it blew that candle out in the US without a doubt.""""He says in the film, and when we were talking about the court case and how we were going to handle it, and I didn't realise this at all, but he turned around to me and said how he regretted it.""The Sony trial coincided with a devastating period in Michael's personal life, during which his partner Anselmo Feleppa discovered he was HIV positive and, later, died of an Aids-related brain haemorrhage.In the documentary, which Michael was working on 48 hours before his death last Christmas, the star reveals he never fully recovered from Feleppa's death.He describes the Brazilian designer as his ""saviour"", who helped him feel comfortable about his sexuality.""It's very hard to be proud of your own sexuality when it hasn't brought you any joy,"" he says. ""Once it's associated with joy and love it's easy to be proud of who you are.""But only a few months into their relationship, Feleppa developed a flu that wouldn't go away. He was advised to take a test and was diagnosed with Aids over Christmas 1991.""I was absolutely devastated to find out he had a terminal illness... just devastated,"" Michael says in the documentary, which he co-directed.That same year, Michael's friend Freddie Mercury, the lead singer of Queen, died of an Aids-related illness. Within months, Michael found himself singing at a tribute concert while facing his own lover's mortality. -BBC","['documentary', 'months', 'regretted', 'george', 'star', 'michael', 'war', 'sony', 'proud', 'michaels', 'going', 'illness', 'joy']","George Michael regretted going to war with SonyThe star took Sony to court in 1992, claiming he had little control over his work, with the company treating him as ""no more than a piece of software"".
In the documentary, which Michael was working on 48 hours before his death last Christmas, the star reveals he never fully recovered from Feleppa's death.
""I was absolutely devastated to find out he had a terminal illness... just devastated,"" Michael says in the documentary, which he co-directed.
Within months, Michael found himself singing at a tribute concert while facing his own lover's mortality.
Within months, Michael found himself singing at a tribute concert while facing his own lover's mortality."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"The experienced southpaw orthodox spinner Abdur Razzak become the first among Bangladesh bowlers to have 400 dismissal, who reached this ...","['spinner', 'daily', 'bangladesh', 'bowlers', 'observer', 'experienced', 'dismissal', 'reached', 'abdur', 'southpaw', 'razzak', 'orthodox']","The experienced southpaw orthodox spinner Abdur Razzak become the first among Bangladesh bowlers to have 400 dismissal, who reached this ..."
"$25 a year per woman can prevent most maternal, newborn deaths!","Spending US$25 per woman each year would dramatically reduce maternal and newborn deaths. a joint report of two renowned organisations say. A new report, the joint work of two renowned organizations, finds a staggering lack of basic sexual and reproductive health services in developing countries. The report, released by the",,2014-12-06 00:00:00,"$25 a year per woman can prevent most maternal, newborn deaths! Banani Mallick Published : Saturday, 6 December, 2014, Time : 12:00 AM, View Count : 12 Spending US$25 per woman each year would dramatically reduce maternal and newborn deaths. a joint report of two renowned organisations say.

A new report, the joint work of two renowned organizations, finds a staggering lack of basic sexual and reproductive health services in developing countries.

The report, released by the Guttmacher Institute and UNFPA, the United Nations Population Fund, recently analyzed data from a wide range of sources, including survey data from women in developing countries, to document the number of women who lack services, what it would cost to meet their needs, and the benefits of meeting these needs.

Guttamacher Institute is a non-profit organization which works to advance reproductive health. The institute operates in the US and globally through an interrelated programme of social science research, policy analysis and public education.

The report suggests that about tens of millions of women do not receive the basic pregnancy and delivery care for their health and their newborn babies.

""Over the past two decades, we have achieved striking progress in making pregnancy and childbirth safer in developing countries. Despite those gains, these new findings make clear that universal access to sexual and reproductive health services must remain a global health priority requiring urgent attention,"" said Ann Starrs, President and CEO of the Guttmacher Institute.

The study calculates that it would cost on average $25 per woman aged 15 to 49, roughly double the current level of spending, to provide a package of essential sexual and reproductive health services to all women in developing regions each year.

The amount of money will include contraceptive services, pregnancy and newborn care, services for pregnant women living with HIV, including prevention of mother-to-child transmission of the virus, and treatment for four other sexually transmitted infections.

""This report is an urgent call to action for increased investments in sexual and reproductive health services, including family planning. These investments save lives, empower women and girls, strengthen health systems and have a profound and lasting impact on development,"" said Dr Babatunde Osotimehin, Executive Director of UNFPA.

""We must ensure the quality of services and availability of a full range of choices so women and men can get the health care they need.""

Providing this basic package of services to all women who need them in developing countries would have a dramatic impact. If all women wanting to avoid pregnancy used a modern contraceptive method, the number of unintended pregnancies would drop by 70 per cent and unsafe abortions by 74 per cent.

The research report suggest that the number of women dying from pregnancy-related causes would drop by two thirds, from 290,000 to 96,000, newborn deaths would drop by more than three-fourths, from 2.9 million to 660,000, transmission of HIV from mothers to newborns would be nearly eliminated.

The report, which presents findings from Africa, Asia, and Latin America and the Caribbean, found that the situation varies widely by region.

According to the analysis, in Latin America and the Caribbean, the average annual cost of providing a woman with the needed health care would be $31, compared with $14 per woman in Asia.

However, costs would be significantly higher-$76 per woman-in sub-Saharan Africa, the subregion with the greatest need for services and where health systems are generally weakest, the report discloses.

Currently, of the 125 million women in developing countries who give birth every year, there are 54 million who do not receive adequate antenatal care, 43 million do not deliver in a health facility, 21 million women and 33 million newborns do not receive care for medical complications, 550,000 pregnant women living with HIV do not receive treatment to prevent mother-to-child transmission of HIV.

Differences within regions are also considerable. In East Africa, 42 per cent of women deliver in a health facility, compared with 62 per cent in Middle Africa and 87 per cent in Southern Africa. In Asia, just 32 per cent of the poorest women deliver in facilities, compared with 92 per cent of the wealthiest women.","['newborn', 'deaths', 'reproductive', 'cent', 'services', 'million', 'care', 'prevent', '25', 'maternal', 'report', 'developing', 'women', 'woman', 'health']","$25 a year per woman can prevent most maternal, newborn deaths!
Banani Mallick Published : Saturday, 6 December, 2014, Time : 12:00 AM, View Count : 12 Spending US$25 per woman each year would dramatically reduce maternal and newborn deaths.
A new report, the joint work of two renowned organizations, finds a staggering lack of basic sexual and reproductive health services in developing countries.
Guttamacher Institute is a non-profit organization which works to advance reproductive health.
""This report is an urgent call to action for increased investments in sexual and reproductive health services, including family planning."
Bangladeshi-Myanmar refugee marriages increase despite ban,,,None,"The number of marriages between Rohingya refugees and Bangladeshi citizens has increased in the last one and half months, despite a government ban, apart from the health risk the Bangladeshi spouse is exposed to in such marriages.

Already a couple of HIV/ AIDS infected Rohingya refugees have been identified in various refugee camps after they were forced to flee Myanmar following August 25 army operation in the Rakhain State.

Most of the time Rohingya refugees tend to get married to a Bangladesh citizen in the hope of achieving citizenship.

Realizing that the government on Wednesday issued a directive asking marriage registrars to check the nationality of the bride and bridegroom before registering marriages in Cox's Bazar, Rangamati, Bandarban and Chittagong districts.

The measure was necessitated by the report of widespread flouting of the ban on marriages between Bangladeshi citizens and Myanmar refugees.

Terming the aforesaid areas as special zones, the Law and Justice Division notification said the tendency of Bangladeshi men towards marrying Rohingya women from Myanmar has increased noticeably and some marriage registrars are involved in such 'criminal activities.'

Talking to the Daily Observer, Senior Assistant Secretary GM Najmus Shahadat, who signed the notification, said the marriages between Bangladeshi men and Rohingya girl/ women have recently increased.

""A good number of marriages are taking place almost every day with the help of unscrupulous marriage registrars. The government is very much serious about stopping such weddings,"" he said.

He also added that through the notification, they had asked the concerned marriage registrars to check the national identity cards to confirm nationality of the concerned men and women.

""Strong actions would be taken against marriage registrars for any negligence in this regard,"" the notification said.

The Ministry also directed the marriage registrars of concerned districts to monitor the situation.

It has been found that the guardians of Rohingya refugees are employing this strategy to get their daughters married off to Bangladeshi citizens so that they could stay in Bangladsh permanently.

Abdul Quddus, a resident of nearby Kutupalong refugee camp in Ukhiya, told this correspondent over phone that a significant number of girl child and adolescents are in various camps.

""They are under the constant threat of sexual abuse and trafficking. They also lack adequate food, shelter and sanitation. The parents are very worried about their safety. So if they find any opportunity to secure their daughters and sons future they give their consent without thinking twice,"" he said.

It has been found that Rohingya parents do not hesitate to settle marriage of a young girl with an aged Bangladeshi man with a hope that they could stay here along with their family permanently.

Cox's Bazar Superintendent of Police (SP) AKM Iqbal Hossain said they had been trying to stop Rohingya -Bangladeshi marriages.

""We are taking measures to stop it whenever we get a tip off, he said.","['bangladeshimyanmar', 'myanmar', 'bangladeshi', 'refugees', 'despite', 'ban', 'marriage', 'notification', 'increase', 'registrars', 'men', 'number', 'refugee', 'rohingya', 'marriages']","The number of marriages between Rohingya refugees and Bangladeshi citizens has increased in the last one and half months, despite a government ban, apart from the health risk the Bangladeshi spouse is exposed to in such marriages.
Most of the time Rohingya refugees tend to get married to a Bangladesh citizen in the hope of achieving citizenship.
The measure was necessitated by the report of widespread flouting of the ban on marriages between Bangladeshi citizens and Myanmar refugees.
""A good number of marriages are taking place almost every day with the help of unscrupulous marriage registrars.
Cox's Bazar Superintendent of Police (SP) AKM Iqbal Hossain said they had been trying to stop Rohingya -Bangladeshi marriages."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"The head of NASA has said the first person on Mars is 'likely to be a woman', just days ahead ...","['person', 'daily', 'days', 'ahead', 'likely', 'nasa', 'observer', 'head', 'woman', 'mars']","The head of NASA has said the first person on Mars is 'likely to be a woman', just days ahead ..."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"Bangladesh Chalachitra Pradarshak Samity, the top representative body for cinema hall owners of the country has declared that from April ...

RAJSHAHI, March 13: Suspected drug-addict policemen will be brought under dope test, said Inspector General of Police (IGP) Dr Mohammad ...

Emergency crews sifted through debris as night fell on frantic efforts to rescue scores of school children and others feared ...

Bangladesh beat Bhutan 2-0 goals in the SAFF Women Championship at the Sahid Rangashala in Biratnagar, Nepal on Thursday.The outright ...

KUSHTIA, Mar 14: An idol of Hindu goddesses Kali was vandalised by some unidentified miscreants at a temple in Thanapara ...

SINGAPORE, March 14: Utility-scale solar power capacity is expected to grow by double digits globally in 2019 and 2020, driven ...

A fire burned down six shops at town club road in Pirojpur town on Friday morning. Shops of medicine, fruit, ...

Home Minister Asaduzzaman Khan on Friday said the country needs sacrificing people like blood donors to fulfill the dream of ...

President Donald Trump played down any threat posed by racist white nationalism on Friday after the gunman accused of the ...

RANGPUR, Mar 16: Director General of the Department of Agriculture Extension (DAE) Agriculturist Mir Nurul Alam has directed agriculturists to ...

LONDON, March 16: Gold bounced back above $1,300 an ounce on Friday as the dollar slipped on weak US economic ...

Editor : Iqbal Sobhan Chowdhury

Developed & Maintenance by i2soft

Published by the Editor on behalf of the Observer Ltd. from Globe Printers, 24/A, New Eskaton Road, Ramna, Dhaka.Editorial, News and Commercial Offices : Aziz Bhaban (2nd floor), 93, Motijheel C/A, Dhaka-1000. Phone :9586651-58. Online: 9513959, Advertisement: 9513663E-mail: [email protected]","['daily', 'mar', 'country', '16', 'observer', '14', 'general', 'bangladesh', 'shops', 'town', 'road', 'editor']","Bangladesh Chalachitra Pradarshak Samity, the top representative body for cinema hall owners of the country has declared that from April ...RAJSHAHI, March 13: Suspected drug-addict policemen will be brought under dope test, said Inspector General of Police (IGP) Dr Mohammad ...
Emergency crews sifted through debris as night fell on frantic efforts to rescue scores of school children and others feared ...Bangladesh beat Bhutan 2-0 goals in the SAFF Women Championship at the Sahid Rangashala in Biratnagar, Nepal on Thursday.The outright ...KUSHTIA, Mar 14: An idol of Hindu goddesses Kali was vandalised by some unidentified miscreants at a temple in Thanapara ...SINGAPORE, March 14: Utility-scale solar power capacity is expected to grow by double digits globally in 2019 and 2020, driven ...A fire burned down six shops at town club road in Pirojpur town on Friday morning.
Shops of medicine, fruit, ...Home Minister Asaduzzaman Khan on Friday said the country needs sacrificing people like blood donors to fulfill the dream of ...President Donald Trump played down any threat posed by racist white nationalism on Friday after the gunman accused of the ...RANGPUR, Mar 16: Director General of the Department of Agriculture Extension (DAE) Agriculturist Mir Nurul Alam has directed agriculturists to ...LONDON, March 16: Gold bounced back above $1,300 an ounce on Friday as the dollar slipped on weak US economic ...Editor : Iqbal Sobhan ChowdhuryDeveloped & Maintenance by i2softPublished by the Editor on behalf of the Observer Ltd. from Globe Printers, 24/A, New Eskaton Road, Ramna, Dhaka.Editorial, News and Commercial Offices : Aziz Bhaban (2nd floor), 93, Motijheel C/A, Dhaka-1000.
Phone :9586651-58.
Online: 9513959, Advertisement: 9513663E-mail: [email protected]"
"Poverty, child, maternal deaths high in India: UN report","UNITED NATIONS, July 9: India continues to battle poverty, child and maternal deaths, according to a United Nations report on the Millennium Development Goals that said while several key global targets have been met, more sustained effort is needed to cover disparities by the 2015 deadline.The 'Millennium Development Goals Report 2014', launched by UN Secretary-General Ban Ki-moon here on Monday,",,2014-07-10 00:00:00,"UNITED NATIONS, July 9: India continues to battle poverty, child and maternal deaths, according to a United Nations report on the Millennium Development Goals that said while several key global targets have been met, more sustained effort is needed to cover disparities by the 2015 deadline.

The 'Millennium Development Goals Report 2014', launched by UN Secretary-General Ban Ki-moon here on Monday, said many global MDG targets on reducing poverty, increasing access to improved drinking water sources, improving the lives of slum dwellers and achieving gender parity in primary schools have already been met.

Many more goals are within reach by their 2015 target date, the report said, adding that if current trends continue, the world will surpass MDG targets on malaria, tuberculosis and access to HIV treatment.

The report is the most up-to-date ""global scorecard"" on efforts to achieve the eight mostly anti-poverty goals agreed by world leaders at a UN summit in 2000.

It, however, said that some MDG targets related to largely preventable problems with available solutions, such as reducing child and maternal mortality and increasing access to sanitation, are slipping away from achievement by 2015, despite major progress.

""We know that achievements have been uneven between goals, among and within regions and countries, and between population groups,"" Ban said, adding that unless imbalances are addressed through bolder and more focused interventions, some targets will not be met, including in key areas such as childbirth, maternal mortality, universal education, and environmental sustainability.

The overwhelming majority of people living on less than 1.25 dollars a day belong to Southern Asia and sub-Saharan Africa with one third of the world's,","['deaths', '2015', 'india', 'world', 'goals', 'global', 'poverty', 'mdg', 'child', 'united', 'high', 'report', 'maternal', 'targets', 'access']","UNITED NATIONS, July 9: India continues to battle poverty, child and maternal deaths, according to a United Nations report on the Millennium Development Goals that said while several key global targets have been met, more sustained effort is needed to cover disparities by the 2015 deadline.
The 'Millennium Development Goals Report 2014', launched by UN Secretary-General Ban Ki-moon here on Monday, said many global MDG targets on reducing poverty, increasing access to improved drinking water sources, improving the lives of slum dwellers and achieving gender parity in primary schools have already been met.
Many more goals are within reach by their 2015 target date, the report said, adding that if current trends continue, the world will surpass MDG targets on malaria, tuberculosis and access to HIV treatment.
The report is the most up-to-date ""global scorecard"" on efforts to achieve the eight mostly anti-poverty goals agreed by world leaders at a UN summit in 2000.
It, however, said that some MDG targets related to largely preventable problems with available solutions, such as reducing child and maternal mortality and increasing access to sanitation, are slipping away from achievement by 2015, despite major progress."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"NEW YORK, March 18: The US agency that regulates civil aviation said Sunday it followed ""standard"" procedures in certifying the ...","['daily', 'aviation', 'civil', 'regulates', 'observer', 'certifying', 'followed', 'york', 'procedures', '18', 'agency', 'standard']","NEW YORK, March 18: The US agency that regulates civil aviation said Sunday it followed ""standard"" procedures in certifying the ..."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"NEW DELHI, Mar 13: The Supreme Court on Wednesday came down hard on the Assam government and said that it ...","['13', 'daily', 'court', 'mar', 'supreme', 'came', 'observer', 'hard', 'delhi', 'assam']","NEW DELHI, Mar 13: The Supreme Court on Wednesday came down hard on the Assam government and said that it ..."
BD achieves few MDGs without required ODA,"Despite challenges, Bangladesh has been able to attain desired goals in few indicators of the Millennium Development Goals (MDGs), including reduction of poverty rate and intensity, gender parity in primary and secondary education, controlling HIV and tuberculosis etc before the timeframe.Besides, the country has made significant progress in several indicators such as poverty reduction, children enrollment in primary education, weight",,2014-09-07 00:00:00,"Despite challenges, Bangladesh has been able to attain desired goals in few indicators of the Millennium Development Goals (MDGs), including reduction of poverty rate and intensity, gender parity in primary and secondary education, controlling HIV and tuberculosis etc before the timeframe.

Besides, the country has made significant progress in several indicators such as poverty reduction, children enrollment in primary education, weight deficiency of children, death rate of mothers, expansion of child vaccination and reduction of contagious disease.

The achievement of the country has been reflected in a progress report, prepared by the General Economic Division (GED) of Planning Commission, which would be published tomorrow.

Talking to BSS, Prof. Shamsul Alam, GED Member, said Bangladesh is the most advanced country in achieving MDGs and its achievement is more compared to any other countries. ""No country will attain all the goals before Bangladesh."" ?BSS","['oda', 'achieves', 'rate', 'required', 'country', 'primary', 'goals', 'poverty', 'indicators', 'progress', 'bangladesh', 'bd', 'mdgs', 'reduction']","Despite challenges, Bangladesh has been able to attain desired goals in few indicators of the Millennium Development Goals (MDGs), including reduction of poverty rate and intensity, gender parity in primary and secondary education, controlling HIV and tuberculosis etc before the timeframe.
Besides, the country has made significant progress in several indicators such as poverty reduction, children enrollment in primary education, weight deficiency of children, death rate of mothers, expansion of child vaccination and reduction of contagious disease.
The achievement of the country has been reflected in a progress report, prepared by the General Economic Division (GED) of Planning Commission, which would be published tomorrow.
Talking to BSS, Prof. Shamsul Alam, GED Member, said Bangladesh is the most advanced country in achieving MDGs and its achievement is more compared to any other countries.
""No country will attain all the goals before Bangladesh."""
