Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
"Latest news update from Transgender sex workers in Bangladesh, World",Latest Transgender sex workers news in Bangladesh,,None,"Study: Indian police extort transgender...

South Asia Tue, Jan 23 2018

The HIV prevalence among India's transgender community is estimated at 7.5%, much higher than the country's...","['hiv', 'study', 'sex', 'indian', 'bangladesh', 'jan', 'prevalence', 'update', 'transgendersouth', 'world', 'extort', 'latest', 'workers', 'higher', 'indias', 'transgender']","Study: Indian police extort transgender...South Asia Tue, Jan 23 2018The HIV prevalence among India's transgender community is estimated at 7.5%, much higher than the country's..."
Infographic: Wimbledon men’s preview 2018,"The Wimbledon Championships, the third Grand Slam of the season, take place in London, England. Rafael Nadal, who recently claimed a record-extending 11th crown at Roland Garros, is back at World No.1 but will be seeded second at Wimbledon behind his great rival, Roger Federer, who won a record eighth Wimbledon title in 2017. Rafa won his two Wimbledon titles in 2008 and 2010, but has struggled on the grass courts in recent years. Former champions Novak Djokovic and Andy Murray, as well as Stan Wawrinka, make their return to Wimbledon after lengthy periods of absence over the past year due to injury.",Graphic News,2018-07-01 00:00:00,"The Wimbledon Championships, the third Grand Slam of the season, take place in London, England. Rafael Nadal, who recently claimed a record-extending 11th crown at Roland Garros, is back at World No.1 but will be seeded second at Wimbledon behind his great rival, Roger Federer, who won a record eighth Wimbledon title in 2017. Rafa won his two Wimbledon titles in 2008 and 2010, but has struggled on the grass courts in recent years. Former champions Novak Djokovic and Andy Murray, as well as Stan Wawrinka, make their return to Wimbledon after lengthy periods of absence over the past year due to injury.","['preview', 'seeded', 'titles', 'slam', 'title', '2018', 'stan', 'wimbledon', 'mens', 'won', 'world', 'wawrinka', 'infographic', 'struggled']","The Wimbledon Championships, the third Grand Slam of the season, take place in London, England.
Rafael Nadal, who recently claimed a record-extending 11th crown at Roland Garros, is back at World No.1 but will be seeded second at Wimbledon behind his great rival, Roger Federer, who won a record eighth Wimbledon title in 2017.
Rafa won his two Wimbledon titles in 2008 and 2010, but has struggled on the grass courts in recent years.
Former champions Novak Djokovic and Andy Murray, as well as Stan Wawrinka, make their return to Wimbledon after lengthy periods of absence over the past year due to injury."
Transitional wear 101,"The weather, recently has been too crazy to deal with! The sun shines and makes you realise that the harsh summer is already peeking through spring but then again, the evenings are so deliciously chilly, that you fall in love with it",Baizid Haque Joarder,2015-02-18 00:00:00,"The art of layering We at TMAG always focus on layering, why? Because it is so important! The theory of piling clothes, bearing in mind their weight and warmth, seems relatively easy as you are using what’s already in your wardrobe. However, if you do not put in much thought behind it, you might just end up looking helplessly buff. The girls can start infusing colours since spring is nearby. “Colourblocking” has been a popular option recently. Bright coloured shoes, dark fitted denim pants, a light-weight shirt underneath with a pastel jacket can be your day’s outfit. And on weekends, go with a pastel dress- we love the shades during the transitional period- a black leather jacket on top and dark leggings is a perfect mix of femininity and edge. The guys too, can look amazing. The trick is to know that you need an outfit that is lighter than your winter wear but warmer than summer. A white, fitter v-neck and a black leather jacket, teamed up with a dark coloured chino, and you’re set to make an impression on the girls.

The “cooler-warm” clothes After being bundled up in your favourite jacket during the winter days, light-weight materials are the way to go during the transitional climate. Hipster jackets, cardigans and half sleeved sweaters are welcome. The addition of scarves, hats and everyday accessories can make your otherwise-ordinary-outfit, stand out in a mass, making a bold and dynamic style statement. All in all, enjoy the climate to the fullest while you look good.","['look', '101', 'lightweight', 'leather', 'layering', 'pastel', 'jacket', 'winter', 'transitional', 'outfit', 'wear', 'dark']","Bright coloured shoes, dark fitted denim pants, a light-weight shirt underneath with a pastel jacket can be your day’s outfit.
And on weekends, go with a pastel dress- we love the shades during the transitional period- a black leather jacket on top and dark leggings is a perfect mix of femininity and edge.
The trick is to know that you need an outfit that is lighter than your winter wear but warmer than summer.
A white, fitter v-neck and a black leather jacket, teamed up with a dark coloured chino, and you’re set to make an impression on the girls.
The “cooler-warm” clothes After being bundled up in your favourite jacket during the winter days, light-weight materials are the way to go during the transitional climate."
What are you willing to compromise?,"Make no mistake, the elections on January 5 are half-baked only because of one party: the BNP
        	Recent weeks have seen people speaking about compromise, about how the two parties and two leaders are being intransigent",Sajeeb Wazed,2013-12-28 00:00:00,"Recent weeks have seen people speaking about compromise, about how the two parties and two leaders are being intransigent. The fact that the Awami League has repeatedly offered the BNP multiple compromises is conveniently disregarded.

The prime minister has personally invited the leader of the opposition to unconditional talks, and offered numerous solutions such as the all-party interim government. We have offered them any ministry in this interim government, including the Home Ministry.

Even our offer to hold the 11th parliamentary elections early is a compromise to ensure that on January 25, we do not have an unconstitutional government. Yet, at every step that Awami League has made a constructive gesture, BNP has refused to talk and responded with ever-increasing violence.

It is easy to hypothesise on the benefits of compromise, and how this political impasse is the result of stubborn parties and stubborn leaders. But let us not forget that we are in this situation because of the demands of the people.

Many of the same people who today are demanding that we compromise with the BNP at all cost were for the past five years demanding that we try war criminals and ban Jamaat. Did anyone consider the consequences of those actions? Jamaat was not going to disappear quietly. The BNP-Jamaat alliance would not sit idly by while war criminals went to the gallows.

We need to look at what is at stake, because compromise for compromise’s sake is as ill-conceived as it is damaging. There are certain things on which we will not compromise. We will not compromise our promise to the people to bring the war criminals to justice. We will not shy away from fighting for a secular and democratic Bangladesh. Had Prime Minister Sheikh Hasina stepped down as BNP demanded, Quader Molla would not have been hanged. Let there be no doubt, no one else would have had the courage and strength to stand up to the international pressure.

We certainly do not want violence, but let us take a historical perspective. In our liberation movement, we did not set out demanding independence, and we did not declare war. All we wanted was the right to form a democratic government after our victory in the national elections. There were protracted negotiations between Bangabandhu Sheikh Mujib, Yahya Khan and Zulfiqar Ali Bhutto both publicly and in secret.

Yet, no agreement could be reached, because Yahya Khan was unwilling to compromise. Instead, he chose to try and crush our demands for autonomy with force. The Pakistani Army attacked first, before Bangabandhu declared independence on the night of March 26. Should Bangabandhu have compromised and given up on our rights in order to avoid war?

BNP has, indeed, been consistent in their actions and demands. They have consistently shown their complete lack of democratic intent and disregard for the peoples’ democratic right to vote. BNP has repeatedly tried to rig elections every time it has been in power.

Magura and Dhaka-10 by-elections come to mind. They rigged the 1996 national elections even though they were running unopposed. In 2006, they rewrote the voters’ list with 14m more voters than the population of voting age.

Even having a caretaker government was no protection, as they manipulated the caretaker government itself in attempting to rig the elections, leading to a military takeover.

Make no mistake, the elections on January 5 are half-baked only because of one party: the BNP. It is through their unpatriotic alliance with Jamaat and their continuing arson and bomb attacks on innocent civilians that they have denied the people the elections they deserve. Yes, these elections are not ideal but that is a topic in itself. The people will still get a free and fair election. We should not fool ourselves into thinking that this wave of unjustifiable violence that BNP-Jamaat has unleashed is about elections. It is about saving the war criminals.

Even if we were to somehow get BNP to participate in elections, as long as the war crimes trials are ongoing, BNP-Jamaat will continue their violence. The only compromise which will stop the violence is the release of the war criminals. BNP and Jamaat have declared war on the ordinary citizens of Bangladesh.

Under the pretence of fighting for elections they are terrorising the people to save war criminals. If the demand is to bring the BNP to the elections and stop the violence at all costs, are you willing to pay the price?

We are not willing to pay this price because it compromises our liberation and the very spirit that makes us a nation. Such a compromise would be a betrayal of the three million who gave their lives to give us this democracy and freedom.

No, we have attempted to compromise as much as possible and, just as in 1971, our compromises have been met with violence. We did not ask for this fight, but this fight was thrust upon us. Now it is time to stand our ground and fight back. It’s time for the people to reclaim the spirit of 1971 and fight these anti-liberation forces.","['bnp', 'fight', 'jamaat', 'violence', 'criminals', 'elections', 'democratic', 'war', 'compromise', 'willing', 'compromises']","Recent weeks have seen people speaking about compromise, about how the two parties and two leaders are being intransigent.
We need to look at what is at stake, because compromise for compromise’s sake is as ill-conceived as it is damaging.
We will not compromise our promise to the people to bring the war criminals to justice.
The only compromise which will stop the violence is the release of the war criminals.
No, we have attempted to compromise as much as possible and, just as in 1971, our compromises have been met with violence."
5 apps for free music,Bringing more melody to your lifeAll the latest songs you want to hear are out there on the internet waiting for you to download them,Chisty Rahim,2015-10-27 00:00:00,"All the latest songs you want to hear are out there on the internet waiting for you to download them. These 5 apps help make it easier to search, find and play/ download the songs in your Android phone for free.

4shared Music

With an enormous library of around 5,965,819 tracks, 4shared Music is one of the best apps out there to download free music. Upon searching, you will be provided with a list of your favourite songs which will automatically be filtered to display only MP3 files. The provided database is easily accessible and downloads the tracks, adding it to a 15GB cloud folder which can be accessed offline as well. This app is great for searching classic oldies and relatively unknown tunes, and the interface is fairly simple to use.

RockMyRun

RockMyRun is best for offline playback. It allows you to access a vast database to select and pre download songs from, which you can later listen to offline. It has a collection of DJ mixes and you can also use the app to add tunes to your songs and make your own remixes. It is a great app for those who rely on music to keep up the tempo during a workout. The app matches your BPM to your heart rate and changes the playlist through filtering to match your workout. In certain cases, it even provides you with the option to choose myBeat feature, which changes the tunes to suit your current state.

Google Play Music

This app introduces music on the Google Play Store. It is quite efficient to download and listen to music from a library, which is regularly updated. Top of the charts, Google Play Music itself is a sufficient music player to replace the default on your phone.

Palco MP3

Palco MP3 is basically a library for Brazilian songs. Its database is filled with different genres of Brazilian songs, albums and mixes, which covers songs of around 100,000 artists. It’s a free independent platform, providing different artists to publish their work and come under the limelight.

This app allows you to stream radio stations as well. You can make playlists of your favourite songs and listen to them on the go. Try it out, it just might suit your taste.

Advanced Download Manager

Advanced Download Manager allows you to download MP3s and MP4s. You can simultaneously download three songs at a time and the interface is so user friendly that it allows you to customise how you want to download the files, which includes manually moderating the speed of download and the number of simultaneous downloads. Even though searching through the in-house browser could give you some difficulty, if you find what you are looking for, the app works just fine and provides a comparatively higher download speed than the rest.","['free', 'searching', 'apps', 'music', 'songs', 'offline', 'play', 'allows', 'app', 'listen', 'download', 'tunes']","These 5 apps help make it easier to search, find and play/ download the songs in your Android phone for free.
4shared MusicWith an enormous library of around 5,965,819 tracks, 4shared Music is one of the best apps out there to download free music.
Google Play MusicThis app introduces music on the Google Play Store.
It is quite efficient to download and listen to music from a library, which is regularly updated.
Top of the charts, Google Play Music itself is a sufficient music player to replace the default on your phone."
"Latest news update from World in Bangladesh, World",Latest World news in Bangladesh,,None,"Tamir Rice: US police kill boy, 12,...

Uncategorized Mon, Nov 24 2014

Police say an officer fired two shots at Tamir Rice after he failed to obey an order to raise his handsA...","['officer', 'rice', 'tamir', 'say', 'bangladesh', 'kill', 'update', 'order', 'world', 'shots', 'nov', 'latest', 'obey', 'raise']","Tamir Rice: US police kill boy, 12,...Uncategorized Mon, Nov 24 2014Police say an officer fired two shots at Tamir Rice after he failed to obey an order to raise his handsA..."
"Latest news update from South Asia in Bangladesh, World",Latest South Asia news in Bangladesh,,None,"Are we heading for a Southeast Asian...

Tribune Desk Mon, Aug 27 2018

We can avoid a debt crisis if we play our cards right. This is the complete part of yesterday’s...","['south', 'right', 'complete', 'asia', 'debt', 'heading', 'bangladesh', 'play', 'southeast', 'desk', 'update', 'world', 'cards', 'latest', 'crisis', 'yesterdays']","Are we heading for a Southeast Asian...Tribune Desk Mon, Aug 27 2018We can avoid a debt crisis if we play our cards right.
This is the complete part of yesterday’s..."
City fire leaves thousands homeless,"Some 15 slum dwellers in the capital’s Hazaribagh were also injured in the fire
        	At least 500 shanties and four plastic storehouses were gutted in two separate fire incidents in the capital’s Hazaribagh and Islambagh area on Thursday",Tribune Report,2013-10-18 00:00:00,"At least 500 shanties and four plastic storehouses were gutted in two separate fire incidents in the capital’s Hazaribagh and Islambagh area on Thursday.

Some 15 slum dwellers in the capital’s Hazaribagh were also injured in the fire. The Hajaribagh fire originated at Boubazar slum near Balurmath around 10pm. Nine units of firefighters in association with locals and slum dwellers put out the flame with a joint effort of two hours.

However, the cause of the fire was yet to be ascertained as one of the slum dwellers said the fire originated from a mosquito coil while another gave the version that the fire originated from a short circuit.

Locals and witnesses said around 2,000 people had been residing in the slum and almost everything of the slum housings had been burnt to ashes.

Most of the slum dwellers were away on the occasion of Eid.

Major Mahbubur Rahman, director (operation) of Fire Service and Civil Defence, said around 400 shanties were burnt although the dwellers claimed that the number was around 500.

Witnesses said the fire engulfed the entire slum within moments before the firefighters rushed to the spot. Almost all shanties were made of wood and tins.

Meanwhile, another fire in the capital’s Islambagh left at least four plastic storehouses burnt. According to fire officials, the flame originated around 11:30am and seven units of firefighters doused it with their frantic efforts of around one hour.

Azizul Huq, officer-in-charge of Chawkbazar police station, suspect that the fire may have originated from cigarette butt.","['storehouses', 'slum', 'thousands', 'originated', 'plastic', 'shanties', 'homeless', 'dwellers', 'units', 'firefighters', 'leaves', 'burnt', 'city', 'capitals']","At least 500 shanties and four plastic storehouses were gutted in two separate fire incidents in the capital’s Hazaribagh and Islambagh area on Thursday.
Some 15 slum dwellers in the capital’s Hazaribagh were also injured in the fire.
Nine units of firefighters in association with locals and slum dwellers put out the flame with a joint effort of two hours.
Most of the slum dwellers were away on the occasion of Eid.
Meanwhile, another fire in the capital’s Islambagh left at least four plastic storehouses burnt."
Jol Jatra,"Giving back, one photograph at a timeAs October approached, so did Pamela Ketcher's birthday",N Anita Amreen,2015-11-15 00:00:00,"As October approached, so did Pamela Ketcher's birthday. A consultant for UNAIDS and a public health worker who's been in Bangladesh for a little over a year, her work has spanned everything from raising awareness for burning issues such as HIV as well as organising events that help social causes that are close to her heart. With October 17 marking both her birthday as well as the UN International Day for the Eradication of Poverty, this year, Ketcher had a different plan in mind.

She decided to do something a tad unorthodox – something that didn't involve the usual birthday celebration or gift exchange. An avid photographer with a passion for it, Ketcher always had a humble dream to one day hold her very own exhibition. With both her birthday and the UN day for Eradication of Poverty coincidentally falling on the same day, she decided to combine both her passion and her desire to give back to a cause by holding her very first exhibition.

Jol Jatra, a single day exhibition held at Tea Stall on November 11, had a small, but warm display of 20 photographs taken by Pamela herself, with all proceeds from the exhibition to be donated to Orunodoyer Torun Dol (OTD), a non-profit youth organisation that works relentlessly to raise awareness for social causes as well as work for the underprivileged – a cause she feels very close to.

“This exhibition is a small way for me to give back. To me it's not important to exchange gifts or celebrate my birthday this year. I wanted to do something that actually meant something to me and that's where I got the idea to hold Jol Jatra and give the proceeds to OTD.”

Despite having a range of large, and more well known organisations she could donate to, she chose to go for OTD after a serendipitous meeting with Shahidul Islam Babu, president of OTD, just two weeks prior to the exhibition.

“October was a busy month for me but I had this exhibition at the back of my mind. Interestingly, Babu turned up one day at my office and I felt like my ideas just clicked into place. His work surrounds raising awareness on social issues, public health and also working for underprivileged children – areas that I have sort of been working with. When I met him and saw the work he has put into his organisation, building it from scratch, I knew I wanted the proceeds to go OTD,” she explained.

Starting out as a group of five, OTD began it's journey in 2010, with Babu spearheading the organisation's growth one small donation at a time. Losing his parents at an early age, Babu grew up in a shabby area in Mohammadpur, only being able to study till grade four. “I remember seeing a newspaper headline that read 'Mohammadpur - a drug addicts den.' and felt tired of the misconception people had about today's youth. Soon after, I was taking a long walk one night that winter, and I noticed a woman – shriveled and cold, shivering with no blanket to shield her,” he recalled. Inspired by these two incidents, he decided to buckle up and really try to do something about. That year they were able to donate and help only three women, raising money from everyone from garment's workers to security guards who donated Tk30-Tk50 per month, a measly amount, but one that worked to humbly forward a greater cause.

“We began with five people. Today our organisation stands at 135 workers and sometimes even I'm astounded at how far we've gone. I know it isn't much in the grand scale of things, but I know we are trying our best.”

The photographs are priced between Tk2,500 to Tk3,000, depending on the size and type of photograph. With an underlying “river,” theme, each photo exhibits Pamela's excursions over the past year as she documents her time through Bangladesh, Nepal and Myanmar.

Her favourite, she says, is a top shot of long canoes with colourful seats and umbrellas pointing upwards. “It's a very colourful photo and I love colours. I call this photo 'up,' and think it's a very bright photo that just looks very happy to me,” Ketcher described.

Second in line is an almost abstract shot of a view between two boats, taken from the docks on her way to Kuakata. “When you look at this you can't really tell exactly what it is, until you look closely. It's got a very upward composition and that's what I like best,” she explained. Another, is a photograph of Banani lake, still and calm, a boat docked in the bottom with a man resting peacefully on the boat. “There was span of time when there were many hartals and I had to spend a lot of time at home. I looked out from my balcony and noticed this man, just relaxing on his boat, with the cityscape reflected in the water,” Pamela explained.

With this just being her debut exhibition, she hopes she can perhaps hold a few more. With the exhibition already underway and funds being raised, she hopes she can continue campaigning for their cause, working to help HIV cases, raise awareness on child marriage and even work for an anti-tobacco campaign. “Anything that relates to trying to minimise harm, be it for a small population or even the population at large, is something I would like to continue campaigning for,” she concluded.

Meanwhile, Babu will take the proceeds from the exhibition to fund winter clothing to be distributed among the very needy in the far north of the country. Afterwards, with the help and support of similar people and organisations, he hopes to stage a play where street children act out their stories, giving the world a glimpse into their worlds.","['day', 'babu', 'exhibition', 'proceeds', 'awareness', 'help', 'birthday', 'small', 'jol', 'jatra', 'work', 'otd']","She decided to do something a tad unorthodox – something that didn't involve the usual birthday celebration or gift exchange.
An avid photographer with a passion for it, Ketcher always had a humble dream to one day hold her very own exhibition.
“October was a busy month for me but I had this exhibition at the back of my mind.
Interestingly, Babu turned up one day at my office and I felt like my ideas just clicked into place.
His work surrounds raising awareness on social issues, public health and also working for underprivileged children – areas that I have sort of been working with."
Nobody monitors illegal blood centres,"If someone takes a stroll on the footpath opposite the Shaheed Suhrawardy Medical College Hospital in Dhaka’s Sher-e-Bangla Nagar, he will notice the phrase “blood bank” on almost every other signboard",Mohammad Jamil Khan,2015-06-13 00:00:00,"If someone takes a stroll on the footpath opposite the Shaheed Suhrawardy Medical College Hospital in Dhaka’s Sher-e-Bangla Nagar, he will notice the phrase “blood bank” on almost every other signboard.

There are scores of places in the area who “provide” blood transfusion and preservation services in the locality that is dominated by hospitals and clinics.

Hundreds of people come to these hospitals everyday and blood-related services is one of the commonest things they need.

But for a layman, who does not have medical education, there is nothing that can tell whether these blood banks have the appropriate instruments and facilities to screen out lethal germs such as HIV and Hepatitis B from a blood sample.

On government’s papers, there are only 290 licensed blood transfusion centres (BTCs) in the country. But unofficial data shows that the number of unlicensed BTCs is not less than 1,500.

The Directorate General of Health Services (DGHS) is the licensing authority but it has no monitoring responsibilities. In fact, there is no designated authority for making sure that nobody provides blood-related services without proper licenses.

Taking advantage of this loophole, thousands of blood transfusion centres are providing unsolicited services to millions of patients.

Experts say that, in most cases, the emergency patients become victims as most often blood have to be managed for them in the shortest of notices.

At present, out of the 800,000 bags of blood required in the country every year, only half comes from licensed blood banks, sources said.

The Society for Safe Blood Transfusion estimates that over 80% of the blood transfusions are unsafe as they remain unscreened.

According to the Safe Blood Transfusion Act 2002, all blood and blood products must be tested for five transfusion transmissible infections (TTIs) – Hepatitis B, Hepatitis C, syphilis, malaria and HIV. The act also says that a blood bank must recruit doctors, nurses and technicians to conduct the tests.

However, the Dhaka Tribune has learned that at most of these unlicensed blood banks, the tests are conducted by people without any relevant formal training.

Some secret blood banks in Old Dhaka, Mohammadpur and Shyamoli areas are run by gangs comprising two or three nurses and assistants who work at different hospitals.

They collect blood from drug addicts and homeless people who sell blood on a regular basis, and store it carelessly in unhygienic conditions. When any poor patient needs blood, they offer these secretly. Such banks do not have any government approval to operate.

An employee of one such blood centre in Dhaka’s Mohammadpur told this correspondent: “Patients come to us when there is an emergency. They do not bother about screening.”

He however claimed that all the blood transfusion centres in that area have proper equipment for running the blood tests.

In Dhaka’s Mohakhali area, this correspondent found a pathology centre that is set up in just two rooms – one is the reception and the other has the laboratory. This centre provides blood transfusion services as well.

Seeking anonymity, an employee of a licensed blood centre from the same locality told the Dhaka Tribune that blood screening equipment are big machines and would need several rooms.

The license fee for setting up a pathology centre is only Tk5,000 compared to the Tk1 lakh fee for a full-fledged blood transfusion centre and bank.

“That is why, many people acquire the pathology license and run blood transfusion services,” said Murad Sultan, national professional officer of the World Health Organisation (WHO).

“It is very alarming that a large number of unregulated blood banks, including many in private hospitals and clinics, are delivering blood to patients without proper screening, posing serious health risks to patients,” said Prof Dr Ashadul Islam from the Transfusion Department of the Bangabandhu Sheikh Mujib Medical University (BSMMU).

“Most of the unregulated blood banks hire a house close to public hospitals and start operating the business from there. The government does not care about monitoring the blood banks, who are involved with purchasing blood from professionals and delivering the unscreened blood to patients,” Prof Ashadul told the Dhaka Tribune.

The government is planning to set up a National Blood Centre in Mohakhali, but its construction work is yet to begin.

“The government has allocated Tk8 crore recently for the building. It will also form a central blood centre with a central database. The centre will monitor the blood banks and impart necessary training on related officials,” said Ashadul, who is also the secretary of the National Expert Council for Safe Blood Transfusion.

When contacted, State Minister for Health Zahid Malik told the Dhaka Tribune yesterday: “There is a law in this regard. There are government directives as well. We are also very serious. We are continuing action against those who do not have proper blood storing facilities or instruments. Still, despite all our efforts, one or two miss our radar. But we will most definitely take action against them as well.”","['services', 'proper', 'hospitals', 'told', 'transfusion', 'blood', 'centre', 'banks', 'centres', 'patients', 'monitors', 'illegal', 'dhaka']","On government’s papers, there are only 290 licensed blood transfusion centres (BTCs) in the country.
At present, out of the 800,000 bags of blood required in the country every year, only half comes from licensed blood banks, sources said.
The Society for Safe Blood Transfusion estimates that over 80% of the blood transfusions are unsafe as they remain unscreened.
According to the Safe Blood Transfusion Act 2002, all blood and blood products must be tested for five transfusion transmissible infections (TTIs) – Hepatitis B, Hepatitis C, syphilis, malaria and HIV.
They do not bother about screening.”He however claimed that all the blood transfusion centres in that area have proper equipment for running the blood tests."
"With half of UN goals still unmet, Bangladesh looks beyond MDGs","<br />
        	Out of the eight MDGs, Bangladesh has achieved the major targets of Goal-1, 3, 4<br />
        
        	Although Bangladesh has achieved some Millennium Development Goals (MDGs), there are some other areas including hunger and poverty reduction, employment generation, primary school completion rate and adult literacy rate that need greater attention",Tribune Desk,2013-07-08 00:00:00,"Although Bangladesh has achieved some Millennium Development Goals (MDGs), there are some other areas including hunger and poverty reduction, employment generation, primary school completion rate and adult literacy rate that need greater attention.

The areas for greater attention also include employment for women, increase in the presence of skilled health professionals at delivery, increase in correct and comprehensive knowledge on HIV/AIDS, increase in forest coverage and ICT penetration, says the “Millennium Development Goals (MDGs), Bangladesh Progress Report 2012” released Sunday.

General Economics Division (GED) of the Planning Commission launched the report at a function held in the city, reports UNB.

Planning Minister AK Khandker spoke as the chief guest while Finance Minister AMA Muhith, Food Minister M Abdur Razzaque, State Minister for Primary and Mass Education Md Motahar Hossain and UN Resident Coordinator Neal Walker also spoke.

GED member of the Planning Commission Dr Shamsul Alam presided. He highlighted the features of the report through a power-point presentation.

Out of the eight MDGs, Bangladesh has achieved the major targets of Goal-1, 3, 4 and 6 including the targets of poverty gap ratio, attaining gender parity at primary and secondary levels of education, under-five mortality rate reduction, prevention of malaria, containing HIV infection with access to antiretroviral drugs, children under-five sleeping under insecticide-treated bed nets, and detection and cure rate of TB under DOTS.

Out of 60 indicators, 34 have specific targets, against which Bangladesh already met the target in 9 indicators, 11 indicators are on track and expected to be achieved by 2015.

With less than 1,000 days remaining to the terminal year (2015) of MDGs, Bangladesh sent its proposal on Post-2015 Development Agenda to the United Nations on June 6 comprising 11 goals along with 58 targets with corresponding 241 measurable indicators in P2015DA. The implementation period for P2015DA has been proposed for 2016-2030.

Muhith said despite the country’s achievements in development indicators, still there are problems in energy security, in completion rates and standards in education, very serious problem in values as it is important in corruption and governance issues, access to technology, population pressure and degradation of environment.

Noting that there is no shortage of food in Bangladesh, Abdur Razzaque said the big challenge that Bangladesh has to face in the future is malnourishment.

Expressing his disappointment that except for some Scandinavian countries, no developed countries have come up with their commitments for helping the LDCs to meet the MDGs.

Motahar Hossain hoped that by 2015, it would be possible to enroll 95% students in primary terminal examinations. Neal Walker observed that Bangladesh made remarkable progress towards the MDGs, but this was not the time to be complacent rather to work with full spirit to attain the rest of the targets.

The report states that Bangladesh had made remarkable progress in the areas of poverty reduction, reducing the prevalence of underweight children, increasing enrolment at primary schools, lowering the infant mortality rate and maternal mortality rate, improving immunisation coverage and reducing the incidence of communicable diseases.

It said the current status of Bangladesh’s development indicates that priority needs to be given to several critical areas such as increasing productive capacity, enhancing access to knowledge and technology, strengthening trade, human and social development, improving governance and institutional capacity, increasing resilience to economic and natural shocks, mitigating climate change impacts and enhancing the volume and quality of resource support.","['report', 'areas', 'looks', 'minister', 'half', 'mdgs', 'unmet', 'targets', 'primary', 'goals', 'bangladesh', 'development', 'rate', 'indicators']","Although Bangladesh has achieved some Millennium Development Goals (MDGs), there are some other areas including hunger and poverty reduction, employment generation, primary school completion rate and adult literacy rate that need greater attention.
The areas for greater attention also include employment for women, increase in the presence of skilled health professionals at delivery, increase in correct and comprehensive knowledge on HIV/AIDS, increase in forest coverage and ICT penetration, says the “Millennium Development Goals (MDGs), Bangladesh Progress Report 2012” released Sunday.
General Economics Division (GED) of the Planning Commission launched the report at a function held in the city, reports UNB.
Out of 60 indicators, 34 have specific targets, against which Bangladesh already met the target in 9 indicators, 11 indicators are on track and expected to be achieved by 2015.
Noting that there is no shortage of food in Bangladesh, Abdur Razzaque said the big challenge that Bangladesh has to face in the future is malnourishment."
JS body for abolition of police civil units,"The parliamentary standing committee on the home ministry said the police civil unit was out to collect money from the people
        	At a meeting yesterday, a parliamentary watchdog observed that the police filed cases against thousands of unidentified people on charges of violent activities, mainly carried out by political parties, just as a means of extorting money from people",Kamran Reza Chowdhury,2013-07-25 00:00:00,"At a meeting yesterday, a parliamentary watchdog observed that the police filed cases against thousands of unidentified people on charges of violent activities, mainly carried out by political parties, just as a means of extorting money from people.

The parliamentary standing committee on the home ministry said the police civil unit was out to collect money from the people.

Police authorities at the meeting did not refute the MPs allegations but assured the watchdog that they would investigate the activities of the law enforcement agencies and take necessary action.

Jatiya Party MP and committee member Mujibul Haque raised two issues at the meeting.

“You file cases against thousands of unidentified people for violence committed by mobs. Are all people violent? Hardly 20-30 people take part in any violence,” Haque told the inspector general of police. He said the police could not issue charge sheets against thousands of people.

“Police use it as a tool of extortion. Anyone declining to give money faces charges,” said the MP. “You must stop this.”

Other members at the meeting agreed with him.

He also raised the issue of extortion of the civil units of the police.

“The civil units of the police have been involved in extortion. Please close down these units; the common people are fed up with such civil units set up at every police station,” said Haque.

He said the recent incident of extortion by the civil unit of police in Sher-e-Bangla Nagar was an example of the civil unit taking money illegally from the common people.

Police personnel arrested some members of the civil unit of the Sher-e-Bangla Nagar thana collecting money from a rickshaw puller.

The authorities will review the allegations and suggestions and take action against the persons responsible, said the inspector general.

Police officers say the civil units, whose members dress in civilian attire, have been created in every police station as a means to arrest criminals. The civilian units work in many cases to track down criminals.

Muhiuddin Khan Alamgir, the home minister, did not attend the meeting. The committee members State Minister for Home Shamsul Hoque Tuku, Sanjida Khanam and Shofiqul Islam attended the meeting led by the committee Chairman Sayedul Haque.","['js', 'extortion', 'peoplepolice', 'thousands', 'members', 'civil', 'units', 'committee', 'money', 'unit', 'body', 'abolition', 'meeting']","He also raised the issue of extortion of the civil units of the police.
“The civil units of the police have been involved in extortion.
Please close down these units; the common people are fed up with such civil units set up at every police station,” said Haque.
He said the recent incident of extortion by the civil unit of police in Sher-e-Bangla Nagar was an example of the civil unit taking money illegally from the common people.
Police officers say the civil units, whose members dress in civilian attire, have been created in every police station as a means to arrest criminals."
