Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
"US to act against terror safe havens, if Pakistan fails: CIA chief warns","AT Monitoring Desk-KABUL: Ahead of the US Defense Secretary James Mattis visit to Pakistan, the Cent",admin,"December 4, 2017","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019AT Monitoring Desk-KABUL: Ahead of the US Defense Secretary James Mattis visit to Pakistan, the Central Intelligence Agency (CIA) Director Mike Pompeo has warned that Washington will launch direct action, if Pakistan fails in shunning terror safe havens in its soil.While televising a new US strategy on Afghanistan and South Asia in August, President Donald Trump had asked Pakistan to shun terror sanctuaries where from terrorist outfits have been launching and operating terrorist and destructive attacks in Afghanistan. But, Pakistan has yet to abandon its project of terrorism.The US Defense Secretary James Mattis made a visit to Pakistan on Monday, and CIA Chief Pompeo said the Mattis visit was aimed at making clear President Trump’s intent and “will deliver the message to take result-oriented steps against terrorists in its soil.” He added the terror safe haven inside Pakistan has worked to the detriment of our capacity to do what we needed to do in Afghanistan.He highlighted how US would deal with the situation if Islamabad turned down request to turn around its project of terrorism and eradicate terror havens.“In the absence of the Pakistanis achieving that, we are going to do everything we can to make sure that the safe haven no longer exists,” he said as quoted by Pakistani newspaper Dawn.Moreover, Leon Panetta, a former CIA director, said terrorism and destruction will continue in Afghanistan unless Pakistan changes its behavior.“On one hand, yes, they do not like terrorism, or attacks from terrorism in their country. But at the same time, they don’t mind using terrorism as leverage to deal with Afghanistan and to deal with India,” he said.The US military commander in Afghanistan, Gen. John Nicholson has repeatedly announced that the Pakistan, as usual, remains a perpetrator of cross-point terrorism and no change has been noticed in Pakistan’s behavior. Besides the repeated visits by the US officials to Pakistan, threatening messages and allowing military aid, Pakistan still stuck to its pro-terror policies and making attempts to brings changes in the US policy, instead of changing itself and thoroughly denying terror safe sanctuaries in various parts of country.","['chief', 'safe', 'pakistan', 'afghanistan', 'deal', 'terrorist', 'fails', 'havens', 'mattis', 'warns', 'cia', 'visit', 'times', 'terror', 'terrorism']","AT Monitoring Desk-KABUL: Ahead of the US Defense Secretary James Mattis visit to Pakistan, the Central Intelligence Agency (CIA) Director Mike Pompeo has warned that Washington will launch direct action, if Pakistan fails in shunning terror safe havens in its soil.
While televising a new US strategy on Afghanistan and South Asia in August, President Donald Trump had asked Pakistan to shun terror sanctuaries where from terrorist outfits have been launching and operating terrorist and destructive attacks in Afghanistan.
He highlighted how US would deal with the situation if Islamabad turned down request to turn around its project of terrorism and eradicate terror havens.
Moreover, Leon Panetta, a former CIA director, said terrorism and destruction will continue in Afghanistan unless Pakistan changes its behavior.
But at the same time, they don’t mind using terrorism as leverage to deal with Afghanistan and to deal with India,” he said."
Viral hepatitis major health challenge in Afghanistan,AT News Report-KABUL:  Ministry of Public Health (MoPH) on Sunday called the viral hepatitis as a ma,admin,"July 30, 2017","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019AT News Report-KABUL:  Ministry of Public Health (MoPH) on Sunday called the viral hepatitis as a major health challenge in Afghanistan, saying it requires urgent actions to strengthen prevention.MoPH and World Health Organization (WHO) and partners marked the World Hepatitis Day on Sunday to increase public awareness and understanding of viral hepatitis and the diseases that it causes. Viral hepatitis – a group of infectious diseases known as hepatitis A, B, C, D, and E – affects millions of people worldwide, causing acute and chronic liver disease and killing close to 1.4 million people every year, comparable to deaths due to tuberculosis and more than the deaths due to HIV.According to MoPH only one in 20 people with viral hepatitis know they have it, making hepatitis a dangerous and silent killer. Viral hepatitis remains a serious health issue in Afghanistan, especially among vulnerable groups –among injecting drug users hepatitis B prevalence is nearly 7 percent, while hepatitis C prevalence is at 31percent.“Viral hepatitis is a major public health challenge that requires an urgent response,” said H.E. Deputy Minister of Public Health Dr. Feda Mohammad Paikan. “The Ministry of Public Health continues to scale up its response to viral hepatitis. We support the provision of testing and counseling services for hepatitis B and C through voluntary testing and counseling centers across the country and the hepatitis B vaccine is now part of Afghanistan’s national immunization program. We need to step up our efforts to ensure that not a single Afghan dies of hepatitis B or C, which are preventable and treatable.”Hepatitis viruses are transmitted through different routes: hepatitis A and E through contaminated food and water; hepatitis B through blood and other bodily fluids, and hepatitis C mostly through blood. Hepatitis D is an additional infection in the presence of Hepatitis B. These viruses all cause acute hepatitis which is characterized by fatigue, loss of appetite, fever and jaundice (yellowing of the skin and the whites of the eyes).Hepatitis infection can be prevented by providing safe food and water (hepatitis A and E), vaccines (hepatitis A, B, and E), screening of blood donations and provision of sterile injecting equipment and assuring infection control (hepatitis B and C). Awareness, testing and treatment are key to fighting the virus.“Every single person could be affected by viral hepatitis and we all have a part to play to achieve elimination,” said Dr Richard Peeperkorn, WHO Afghanistan Country Representative. “WHO is committed to supporting the Ministry of Public Health and partners to fight this silent killer. There is a need to further strengthen access to testing, raise public awareness to fight the stigma associated with the disease, widen vaccination coverage,  improve prevention at health care settings, and provide treatment for people suffering from the disease.”","['afghanistan', 'challenge', 'major', 'ministry', 'infection', 'hepatitis', 'c', 'testing', 'times', 'disease', 'health', 'b', 'viral', 'public']","AT News Report-KABUL: Ministry of Public Health (MoPH) on Sunday called the viral hepatitis as a major health challenge in Afghanistan, saying it requires urgent actions to strengthen prevention.
According to MoPH only one in 20 people with viral hepatitis know they have it, making hepatitis a dangerous and silent killer.
Viral hepatitis remains a serious health issue in Afghanistan, especially among vulnerable groups –among injecting drug users hepatitis B prevalence is nearly 7 percent, while hepatitis C prevalence is at 31percent.
“Viral hepatitis is a major public health challenge that requires an urgent response,” said H.E.
“The Ministry of Public Health continues to scale up its response to viral hepatitis."
Latest Updates – Page 617 – Afghanistan Times,,,"April 9, 2016","The events which established the reputation of Afghans in Europe and other continents happened within living memory. A small number of Afghan immigrants are stamping image-building efforts of thousands of people. For this tiny group, self-control around women and respect for fellows is a neglected subject. They are not only …Read More »","['residing', 'neighboring', 'afghanistan', 'taken', 'nationals', 'point', 'updates', 'political', 'latest', 'action', 'torkham', 'times', 'page', 'settled', 'town', '617']","By Ali Jan Khan-PESHAWAR: The Afghan nationals residing and settled for decades in Torkham town, main entry point between two neighboring countries have been directed by political administration of Khyber Agency to leave within four otherwise action will be taken against them.
The action is being taken in according to …"
‘Law to register officials’ properties approved’,AT News Report-KABUL: The Wolesi Jirga (Lower House) of Parliament on Monday with a majority vote ap,admin,"November 28, 2017","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019AT News Report-KABUL: The Wolesi Jirga (Lower House) of Parliament on Monday with a majority vote approved the presidential decree over the law to registering all governmental officials’ properties.Although numbers of the parliamentarian were disagree for approval of this law and they believed that in the 154 article of the constitution mentioned that president, his vices, Ministers, Member of the Supreme Court General Attorney, members of electoral bodies and other high governmental officials must register their properties before start of the work in a governmental post and after leaving the post.Scores of parliamentarian said that in the mentioned article lawmakers were exception of the registering of properties, but in this legislative decree and law parliamentarian also must register properties.“The president 154 legislative decree regarding law of registration of all officials’ properties was approved with the majariaty vote,” said Speaker of the Wolesi Jirga Abul Rauf Ibrahimi.Lawmaker Mohammad Saleh Saljooqi said that approval of this law will avoid officials from misusing their authorities and increasing of their properties illegally.He said that all high ranking governmental officials including president, his vices, advisors, cabinet ministers, governors, chief districts, member of high supreme courts, head of independent organs, lawmakers must follow the rule and register their properties.He said that this law will help us to follow a good system and strengthen reformation, thus it is required of all legislators to support this law.Member of Parliament Ramazan Bashardost said that not only lawmakers, but also Jihadi leaders must register their properties.Criticizing those mates had negative view about the law; he said that we should not escape from the law.Female lawmaker Humaira Ayobi said that legislators have no any difference from governmental officials, so they also must register their properties.She said that some member of parliament were coming in rental Taxi to parliament, while started working as representatives, but after passing years, they are owner of building, so it must be clear that all these properties were through legal or illegal ways.It is pertained to mention that corruption and misusing authority by governmental officials is one of the most challenges for Afghan people and the main factor behind ramp up insecurity and weak economic condition in the country.  So registering of property can be a great step to get rid of all these challenges, but need guaranty to seriously put on practices.","['approved', 'afghanistan', 'register', 'properties', 'president', 'member', 'parliamentarian', 'parliament', 'registering', 'governmental', 'times', 'law', 'officials']","AT News Report-KABUL: The Wolesi Jirga (Lower House) of Parliament on Monday with a majority vote approved the presidential decree over the law to registering all governmental officials’ properties.
Scores of parliamentarian said that in the mentioned article lawmakers were exception of the registering of properties, but in this legislative decree and law parliamentarian also must register properties.
“The president 154 legislative decree regarding law of registration of all officials’ properties was approved with the majariaty vote,” said Speaker of the Wolesi Jirga Abul Rauf Ibrahimi.
Member of Parliament Ramazan Bashardost said that not only lawmakers, but also Jihadi leaders must register their properties.
Female lawmaker Humaira Ayobi said that legislators have no any difference from governmental officials, so they also must register their properties."
,,,,,,
admin – Page 717 – Afghanistan Times,,,"February 9, 2016","Afghanistan Under-19s eased to an eight-wicket win against New Zealand Under-19s in Cox’s Bazar, to move to the ninth-place playoff final. New Zealand were reduced to 35 for 6 by the 19th over, after opting to bat. Useful contributions, however, from Josh Clarkson (25), Aniket Parikh (48) and Nathan Smith …Read More »","['provide', 'afghanistan', 'admin', 'sentenced', 'page', 'task', 'seven', 'term', 'cjtf', 'prison', 'times', '717', 'special', 'smugglers', 'justice']","AT-KABUL: The special court of Criminal Justice Task Force (CJTF) said on Monday that seven drug smugglers already arrested were convicted and sentenced to prison.
The CJTF did not provide details about the term of the jail they were sentenced to, but said that seven smugglers were apprehended by Counter …"
HomePage – Masonry Layout – Page 732 – Afghanistan Times,,admin,"March 2, 2016","AT-KABUL: In a ceremony held in the US-NATO Resolute Support mission headquarters in Kabul, the …Read More »","['masonry', 'afghanistan', 'smashed', 'security', 'national', 'layout', 'nds', 'directorate', 'atkabul', 'times', 'page', '732']",AT-KABUL: The National Directorate of Security (NDS) on Monday said that it has smashed four …
Nation – Page 515 – Afghanistan Times,,,"February 3, 2016","Afghans spent $300m on treatment abroad: Minister By Farhad Naibkhel-KABUL: Commemorating the World Cancer Day, the Ministry of Public Health (MoPH) on Wednesday said that 15,000 Afghans die every year from different types of cancer. Minister for Public Health, Ferozuddin Feroz, told media that estimated 20,000 people are affected by …Read More »","['existence', 'afghanistan', 'womens', 'symbolic', 'significant', 'social', 'page', 'political', 'women', 'times', 'nation', 'parties', 'societies', 'steps', '515']","By Farhad Naibkhel-KABUL: Women’s Affairs Minister on Monday criticized the political parties and social organs for their “symbolic existence”, asking them to take real steps for empowering women in the country.
“Despite the existence of dozens of political parties and social societies, there has been no significant changes in the …"
HomePage – Classic Layout – Page 742 – Afghanistan Times,,admin,"February 15, 2016","February 15 is marked as a great day in Afghanistan every year, because the then Soviet troops withdrew the country on this day. The Soviet Union sent ground forces to Afghanistan in late December, 1979. When the pro-Soviet government took power by killing the first president Mohammad Daud in the …Read More »","['742', 'russia', 'classic', 'afghanistan', 'process', 'set', 'russian', 'ready', 'layout', 'moscow', 'times', 'page', 'does', 'representative', 'stability', 'peace']","Moscow does not want to join the US initiatives aimed at establishing stability and peace in Afghanistan.
However, Russia is ready to set up a negotiation process independently.
On Monday a representative of the Russian Ministry of Foreign Affairs said that Moscow does not want to participate in the Afghan …"
,,,,,,
,,,,,,
Blog – Page 317 – Afghanistan Times,,,"February 17, 2018","AT News Report-KABUL: Afghan people have always been privy to the conspiracy and treachery of enemies and they should look out for foreigners’ acrimonious inclinations to destabilize Afghanistan, said ex-president Hamid Karzai. In a message on the occasion of the 29th anniversary of Soviet forces withdrawal from Afghanistan, he said, …Read More »","['blog', 'afghanistan', 'world', 'pakistan', 'internationally', 'known', '317', 'shocked', 'pakistanis', 'positive', 'times', 'page', 'jehangir', 'sudden', 'khattaksad']","By Afrasiab Khattak-Sad news of the sudden death of Asma Jehangir on February 11 not only shocked to core her family, friends and followers in Pakistan but it also hit hard many people around the world as she was one of the internationally best known Pakistanis with a positive image."
admin – Page 932 – Afghanistan Times,,,"May 15, 2015","Officials say group has taken major complex, giving nearly full control over Anbar’s provincial capital. The Islamic State of Iraq and the Levant (ISIL) group has taken over the main government compound in the western Iraqi city of Ramadi, and edged closer to what would be their biggest victory in …Read More »","['bombs', 'spot', 'afghanistan', 'busy', 'security', 'admin', 'province', 'statement', '932', 'terrorists', 'nds', 'making', 'times', 'page', 'western']","AT Monitoring Desk-KABUL: A group of terrorists was busted when they were busy in making bombs during in western Herat province, said a statement by the National Directorate of Security (NDS) on Wednesday.
The statement said the terrorists were held on the spot when they were busy in making bombs …"
Blog – Page 319 – Afghanistan Times,,,"February 13, 2018","AT Monitoring Desk-KABUL: In his annual budget proposals, US President Donald Trump on Monday sought $5 billion for Afghan security forces and $630 million in civilian assistance to the war-torn country. The budget seeks to further the US goal of a stable South Asia by supporting the Afghan government and …Read More »","['blog', 'afghanistan', 'pakistan', 'khalilzad', '319', 'president', 'voice', 'monitoring', 'right', 'reason', 'pressurize', 'times', 'page', 'karzai', 'zalmay']","AT Monitoring Desk-KABUL: The former President, Hamid Karzai was right in his decision to further pressurize Pakistan and this was the core reason behind divergence with US administration, the former US envoy to Kabul, and Iraq said.
Zalmay Khalilzad in an interview with Voice of America, said, “The former President …"
Rehabilitation of addicts: A long road ahead,By Farhad Naibkhel-KABUL: The Public Health Ministry has collected hundreds of drug addicts. The hea,admin,"February 26, 2016","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019By Farhad Naibkhel-KABUL: The Public Health Ministry has collected hundreds of drug addicts. The health ministry wants to rehabilitate them so they could realize what a healthy life means. They story of these drug users have begun from under bridge and on the street life. They were haunted by the nightmares during the cold weather. Now they are coping with the nightmares in the old US forces complex, “Camp Phoenix”. The camp has been turned into a full-fledge rehabilitation center.Addicts are the most vulnerable segment of the Afghan society. They spend their entire life in miserable condition, until brought for rehabilitation. They live under the bridges and on streets without having any facility to keep themselves warm in winter and cool in summer. They sat under the scorching sun in summer and coped with the heavy rains because they were out of their senses. They had no access to any social service, even to clean water and healthy food. However, the number of drug addicts brought for rehabilitation is not more than a pinch of salt.Most of addicts are still have affairs with the ghost of drug. The short euphoria or kick has pushed them away from realities and families. Besides drug addiction, most of them are suffering from different diseases and infections that are leading to their death.Some of the narcotics users are infected by HIV/AIDS—a disease that leaves no one alive. Almost all seasons are full of threat for the addicted people living on the street but winter is life-threatening for them.Every night hundreds of homeless addicts sleep in shadow of nightmares on the street and under bridges, particularly in the western part of Kabul city. Pul-e-Sukhta is considered a hub of the addicts where the poisonous fume of heroine brings them together.During winter season one or two dead bodies of addicted people, who passed away due to cold weather, are daily transferred by police in the morning from Pul-e-Sukhta area.Luckily, the rehabilitation center is a ray of hope for the addicts. They are afraid now of coming to the center but one day they will realize that how it changed their life. They will wish that if they had earlier for treatment they would have utilized their time in appropriate manner to keep the family bond strong.“I had a tired life, full of problems, when shifted to this center for treatment,” said Nasim, 28-year old addict. Nasim was shifted to the 1,500 bed treatment center in Kabul recently.He told Afghanistan Times that no one considers addicts human. “We were not feeling safe even in the street and under the bridge. People were look at us with contempt.”Narrating his ordeal, he said that addicts like him had no access to healthy food and potable water. Addicts have no place to keep warm in winter. Drug users were sleeping under the bridges or on footpaths, sometimes in front of shops, Nasim recalled.“For the last four years I was using heroin. My addicted friends were the reason behind my addiction. Before addiction I had a shop. After becoming addicted I used my income and assets to buy heroin. A stage in my life came when my shop was empty and left nothing to sell. Ultimately, I closed the shop,” he remembered.He elaborated that after closing the shop he has no place at home. “My family did not accept me because I was an addict. So I found my place on streets and under the Pul-e-Sukhta Bridge.”Now Nasim accepts that narcotics ruin life. “Using drug is a satanic habit. A drug user will find money through satanic ways to purchase heroin,” he sighed as he was sentenced to death but he was pardoned.“I am happy to quite up addiction after treatment and become a normal person in the society,” Nasim vowed. His eyes were confirming that he had understood the reality that life is too precious and should not be wasted in smokes.After treatment the government had to provide jobs to the rehabilitated addicts; otherwise, they would run again towards drug, he suggested.Esmat, another drug user in the rehabilitation center, said that he was in love but failed to tie know with her. To run from the reality, he embraced opium. However, addiction was in his blood before that because he was using hashish. For the past two years he was using opium.Voicing his pleasure over good manners of doctors and nurses in the center, he said the addicts had access to all facilities including bed, bathroom, medicines, healthy food and water. He said that the government must arrest drug sellers who are running lives of the people.He said that the drug sellers have link with some security officials, thus they sell drug to addicted people without any fear.During his visit to rehabilitation center, Chief Executive Officer Abdullah Abdullah urged Ministry of Interior (MoI) to increase crackdowns against the drug mafia in the country.He said: “Considering complaints of the addicts regarding the narcotics sellers I direct the interior ministry to accelerate operations against them [drug mafia] throughout the country. If serious action was not taken against the drug sellers, the campaign to rehabilitate the addicts will not be successful.”Minister of Public Health Ferozuddin Feroz said that last month 700 addicted people were collected from Kabul city and shifted to the newly established treatment center.He said that the ministry in coordination with Ministry of Counter Narcotics (MoCN) and other relevant organizations started the campaign to collect the addicted people in Kabul. The minister furthered that the campaign will continue.Feroz said that efforts are underway to shift 800 more addicts to the treatment center in the near future. In addition to treatment, the rehabilitated people will get vocational and educational training in the center, he mentioned.This was one side of the picture—bright and promising. However, the other side is dark and challenging. The number of drug addicts is still on the rise, day by day. A visit to Pul-e-Sukhta and other areas validate this fear. According to a report, three million Afghans are using drugs.Scores of them are begging. Several others are daily wagers. Some of the addicts are involved in smuggling and stealing to afford their addiction.The government had run such campaigns in the past too. But the success rate was disheartening. It is too early to predict the outcome of the current campaign.","['addicts', 'afghanistan', 'nasim', 'addicted', 'long', 'life', 'center', 'ahead', 'using', 'rehabilitation', 'times', 'drug', 'treatment', 'road', 'ministry']","The camp has been turned into a full-fledge rehabilitation center.
However, the number of drug addicts brought for rehabilitation is not more than a pinch of salt.
Esmat, another drug user in the rehabilitation center, said that he was in love but failed to tie know with her.
Feroz said that efforts are underway to shift 800 more addicts to the treatment center in the near future.
The number of drug addicts is still on the rise, day by day."
HomePage – Blog Layout – Page 317 – Afghanistan Times,,admin,"February 17, 2018","AT News Report-KABUL: Afghan people have always been privy to the conspiracy and treachery of enemies and they should look out for foreigners’ acrimonious inclinations to destabilize Afghanistan, said ex-president Hamid Karzai. In a message on the occasion of the 29th anniversary of Soviet forces withdrawal from Afghanistan, he said, …Read More »","['blog', 'afghanistan', 'world', 'pakistan', 'internationally', 'layout', 'known', '317', 'shocked', 'pakistanis', 'positive', 'times', 'page', 'jehangir', 'sudden', 'khattaksad']","By Afrasiab Khattak-Sad news of the sudden death of Asma Jehangir on February 11 not only shocked to core her family, friends and followers in Pakistan but it also hit hard many people around the world as she was one of the internationally best known Pakistanis with a positive image."
Editorial: Militants financing,"What it called in connection with its efforts for chasing the terror, the US has released a letter p",admin,"October 31, 2018","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019What it called in connection with its efforts for chasing the terror, the US has released a letter pertained to financiers of various militant groups and commanders engaged in violent acts in parts and parcels throughout Afghanistan. Through this letter, issued with collaboration of Gulf States agencies working on terror, the US directly mentioned names of two neighbouring countries whereas its public and private sectors are not only extending financial and logistic support but also guiding/facilitating the terror acts in Afghanistan. According to letter, income or money minted from drugs trafficking plays a key role in continuation of violent acts in Afghanistan. Culture of drugs money using in violent and subversive activities is not new. In recent past, spy masters from a number of countries, responsible for flourishing of extremism and terrorism in Afghanistan have been condemned by global media. At early stage, through heroin smuggling sponsors and patrons have addressed maximum needs of fighters in Afghanistan. As a result the trend converted into a culture and now recognized as “terror economy” throughout the world. The US and Gulf States collaboration of making expose the terror financiers could be considered a good omen. In fact since a long the US is known for “eyeing in own interests.” On such rounds the new list should not be exploited for the US own strategic-economic interests in the region. But it should be used sincerely for ending of over four decades old era of hostilities, violence and bloodshed on the soil of Afghanistan. Each and every human throughout the world realizes miseries of Afghans who are no more capable of witnessing bloodshed on their motherland. They are desirous for peace and tranquility and for the purpose they not only welcomed the US led allies some 17 years back but even made blind faiths on each and every act/action of US but the results remain too much disappointing. On ending of US led allies field operation, the regional and neighboring countries have not only resumed its interference in internal affairs of Afghanistan but along with financing now these foreign countries are bent up on sabotaging of political and democratic processes. Regional and neighboring countries intend to monopolize internal and external policies of Afghanistan, which might be a severe blow to its sovereignty and solidarity. It is the time for US, Gulf Region and other countries to arrest the growing trends of terror within Afghanistan otherwise it would definitely affect the global peace.","['afghanistan', 'chinese', 'idress', 'editorial', 'financing', 'check', 'militants', 'kabul', 'times', 'ambassador', 'report', 'deputy', 'zaman', 'foreign', 'minister']",Check AlsoAT News Report KABUL: Afghan Foreign Deputy Minister Idress Zaman and Chinese Ambassador to Afghanistan …
Nation – Page 56 – Afghanistan Times,,,"February 6, 2019","KABUL: Afghanistan’s negotiators on second day of the Moscow meeting on Wednesday express hope the talks with the rebel Taliban will yield positive outcome, calling it as ‘constructive’ towards restoring peace in Afghanistan. The conference that kicked off a day earlier in Moscow and resumed on Wednesday is aimed at …Read More »","['kidnappings', 'afghanistan', 'security', 'members', 'kidnapping', 'national', 'page', '56', 'statement', 'seven', 'kabul', 'times', 'nation', 'robberies', 'group']","KABUL: Afghan Intelligence forces have busted a kidnapping band of seven members in Kabul, the National Directorate of Security said in a statement on Tuesday.
The statement said that the group has been involved in kidnappings, armed robberies, and extortion in the capital.
According to the statement, the group was …"
HomePage – TimeLine Layout – Page 724 – Afghanistan Times,,,"April 29, 2019",AT-KABUL: The Afghanistan National Disaster Management Authority on Tuesday donated two million Afghanis to the families suffered from natural disasters. Acting Head of Disaster Management Department of Kabul Noor Afghan Azimi said that the ANDMA donated two million Afghanis for the affected families of the natural disasters. He said that …Read More »,"['southern', 'afghanistan', 'rubbles', 'really', 'timeline', 'states', 'layout', 'province', '724', 'rid', 'times', 'page', 'united', 'reduce', 'way', 'raziq']","AT Monitoring Desk-KABUL: The Police Chief of the southern Kandahar province, Gen. Abdul Raziq, said that there was only way to get rid of insecurity and that is to reduce the militants’ hideouts on ‘foreign lands’ to rubbles.
“If the United States and the international community really want to put …"
HomePage – Blog Layout – Page 696 – Afghanistan Times,,admin,"May 10, 2016","By Farhad Naibkhel-KABUL: Ministry of Education said Tuesday that it would employ 13,000 to fill the vacancies in its departments across the country. “All vacancies in the capital and provinces will be filled soon,” education minister Assadullah Hanif Balkhi said. He said that competitive exams were in progress in different …Read More »","['blog', 'hanif', 'afghanistan', 'vacancies', 'provinces', 'filled', 'layout', 'soon', 'times', 'page', 'naibkhelkabul', 'education', '696', 'progress', 'ministry', 'minister']","By Farhad Naibkhel-KABUL: Ministry of Education said Tuesday that it would employ 13,000 to fill the vacancies in its departments across the country.
“All vacancies in the capital and provinces will be filled soon,” education minister Assadullah Hanif Balkhi said.
He said that competitive exams were in progress in different …"
Search Results for “Pakistan” – Page 257 – Afghanistan Times,,,"July 20, 2015",The emergence of militants in Afghanistan claiming allegiance to Islamic State could disrupt White House plans to remove the remaining U.S. troops in that country by the end of next year. Islamic State has provided new ammunition to Pentagon and Afghan officials seeking to persuade the White House to reverse …Read More »,"['search', 'afghanistan', 'pakistan', 'voices', 'freedom', 'state', 'sense', 'results', 'times', 'page', 'press', 'free', 'means', '257', 'information', 'suppress', 'truth']","Press freedom means not only to have access to information but the free expression of information without any sense of fear, restraints and admonitions.
Press freedom means to be on the path to truth and any attempt by state and non-state actors whereby they seek to suppress free voices mean …"
,,,,,,
HomePage – TimeLine Layout – Page 307 – Afghanistan Times,,,"April 29, 2019","AT Monitoring Desk-KABUL: Afghan envoy to Islamabad Omer Zakhilwal has called on President Ashraf Ghani to appoint a new ambassador to Pakistan and replace him with immediate effect, sources revealed on Monday. With a vision to improve political relationships between Kabul and Islamabad, Omer Zakhilwal was appointed as ambassador to …Read More »","['afghanistan', 'process', 'repatriates', 'timeline', 'refugees', 'urging', 'pakistan', '307', 'restart', 'layout', 'voluntarily', 'months', 'repatriation', 'welcome', 'times', 'page']","AT-KABUL: The process of the Afghan migrants’ repatriation from Pakistan would begin in March, the ministry of refugees and repatriates said Monday, urging it should be voluntarily.
“The process was delayed for three months and it would restart after a few days.
We welcome the repatriates and the process is …"
Afghan Girls’ Robotics Team Wins First Place In European Competition,The Afghan Girls’ robotics team has won first place in one of Europe’s largest robotics competitions,admin,"November 30, 2017","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019The Afghan Girls’ robotics team has won first place in one of Europe’s largest robotics competitions, the New York Times reports.The team attracted international media attention after facing a series of obstacles. Earlier this summer, the young women were denied visas to participate in an international robotics competition in Washington D.C. Eventually, the women were allowed to compete, and took home second place. Then in August, the team captain’s father was tragically killed by a suicide bomber.But this past week, the young women got some good news. Three of the 12 team members participated in the Entrepreneurial Challenge at Robotex, one of Europe’s largest robotics competitions. Their task was to show an invention that could solve a real-world problem that customers would want.The women presented a robot that used solar energy to support small-scale farmers. And after thousands of spectators voted, the women were awarded first place.“We are extremely proud of the wonderful accomplishments of the Afghan All-Girl Robotics Team,” Afghanistan’s ambassador to the United Kingdom, Said T. Jawad, told the New York Times in a statement. “They are an excellent example for people around the world of what can be accomplished by young Afghans if given the right support and the opportunity to excel in their education.”","['afghanistan', 'girls', 'support', 'young', 'team', 'york', 'women', 'times', 'wins', 'robotics', 'international', 'place', 'european', 'afghan', 'largest', 'competition']","The Afghan Girls’ robotics team has won first place in one of Europe’s largest robotics competitions, the New York Times reports.
Earlier this summer, the young women were denied visas to participate in an international robotics competition in Washington D.C.
But this past week, the young women got some good news.
Three of the 12 team members participated in the Entrepreneurial Challenge at Robotex, one of Europe’s largest robotics competitions.
“We are extremely proud of the wonderful accomplishments of the Afghan All-Girl Robotics Team,” Afghanistan’s ambassador to the United Kingdom, Said T. Jawad, told the New York Times in a statement."
,,,,,,
Nation – Page 270 – Afghanistan Times,,,"December 20, 2017","AT Monitoring Desk-KABUL: The US President Donald Trump has televised a new national security strategy on Monday that urged Pakistan to shun its duplicity and start decisive actions against terrorist outfits and dismantle their terrorist networks on Pakistani soil. Outlining the US national security strategy, President Trump said “And we …Read More »","['afghanistan', 'taken', 'page', 'province', 'von', 'german', 'troops', '270', 'ursula', 'times', 'nation', 'report', 'place', 'withdrawal', 'quickly']","AT Monitoring Desk-KABUL: German Defense Minister Ursula von der Leyen on Monday said that the withdrawal of NATO forces from Afghanistan had taken place too quickly, a media report said.
Addressing German troops in Mazar-i-Sharif, the capital of northern Balkh province, she said the ISAF was too hasty in its …"
