Headlines,Descriptions,Authors,Published_Dates,Publication,Articles,category,Keywords,Summaries,Source_URLs
Campaign against hepatitis launched in Jalalabad,"JALALABAD (Pajhwok): At least two percent of the country’s population mostly youth and children, 5,000 of them only in eastern Nangarhar province, are infected with hepatitis A and B, the Ministry of Public Health said on Thursday.",mafridi,2015-07-30,,"JALALABAD (Pajhwok): At least two percent of the country’s population mostly youth and children, 5,000 of them only in eastern Nangarhar province, are infected with hepatitis A and B, the Ministry of Public Health said on Thursday. Mohammad Younus Bargami, coordinator HIV program, said at a gathering commemorating International Hepatitis Day that efforts had been accelerated to control the disease. “At least three persons die of Hepatitis in every three minutes in the world and two percent of population is tainted with hepatitis in Afghanistan . The treatment of the disease is not possible in the country’s hospitals since it is expensive,” he added. Bargami said: “We provide anti-hepatitis vaccines to children and also have started awareness programmes to enable people to protect themselves from the disease.” Provincial HIV program coordinator Noor Hassan Bashar Yar said that efforts would be expedited to curb the menace. He said that 3,145 persons were infected with Hepatitis B and 1,315 were caught by Hepatitis A. The health ministry officials ensured that a drive had been kicked-off to know the exact number of Hepatitis affected persons and would provide them with treatment. shah/rm/mud",{},"['efforts', 'infected', 'launched', 'population', 'campaign', 'hepatitis', 'program', 'ministry', 'provide', 'hiv', 'health', 'jalalabad', 'persons']","JALALABAD (Pajhwok): At least two percent of the country’s population mostly youth and children, 5,000 of them only in eastern Nangarhar province, are infected with hepatitis A and B, the Ministry of Public Health said on Thursday. Mohammad Younus Bargami, coordinator HIV program, said at a gathering commemorating International Hepatitis Day that efforts had been accelerated to control the disease. “At least three persons die of Hepatitis in every three minutes in the world and two percent of population is tainted with hepatitis in Afghanistan . He said that 3,145 persons were infected with Hepatitis B and 1,315 were caught by Hepatitis A. The health ministry officials ensured that a drive had been kicked-off to know the exact number of Hepatitis affected persons and would provide them with treatment.",https://www.pajhwok.com/en/2015/07/30/campaign-against-hepatitis-launched-jalalabad
AIDS patients have doubled in Kandahar: Official,"KANDAHAR CITY (PAN): The number of AIDS patients has doubled in southern Kandahar province, an official said on Sunday.",vijian.paramasivam,2012-12-02,,"KANDAHAR CITY (PAN ): The number of AIDS patients has doubled in southern Kandahar province, an official said on Sunday. Kandahar Public Health director Dr Abdul Qayum Pakhla said AIDS cases were on the rise in Kandahar --- cases has doubled from 11 in 2011 to 22 this year. Doctors, tribal elders and the public participated in an awareness campaign organised by the Kandahar Public Health Department on Sunday. Pakhla also mentioned that three decades of war, financial problems and drug usage were the major reasons for the rise in AIDS. He said to prevent the disease people should examine their blood to detect HIV. Kandahar AIDS Prevention department head Dr Hamayoun Rehman said 1,320 blood samples were examined and 21 were positive. Among the 21 patients, 18 were males and three were females who contracted the deadly virus from their husbands. He said four people had reached a critical stage while three had died. The main source of the disease was the use of syringes used by drug addicts. AIDS awareness centres had been established in Kandahar but due to traditional beliefs and social stigma people are shying away from seeking treatment. The first AIDS patient in Afghanistan was detected in Kunduz in 2005. According to the United Nations, 34 million people are suffering from HIV worldwide and half were women . nz/vp",{},"['dr', 'public', 'disease', 'kandahar', 'drug', 'patients', 'aids', 'rise', 'official', 'health', 'doubled']","KANDAHAR CITY (PAN ): The number of AIDS patients has doubled in southern Kandahar province, an official said on Sunday. Kandahar Public Health director Dr Abdul Qayum Pakhla said AIDS cases were on the rise in Kandahar --- cases has doubled from 11 in 2011 to 22 this year. Doctors, tribal elders and the public participated in an awareness campaign organised by the Kandahar Public Health Department on Sunday. Kandahar AIDS Prevention department head Dr Hamayoun Rehman said 1,320 blood samples were examined and 21 were positive. AIDS awareness centres had been established in Kandahar but due to traditional beliefs and social stigma people are shying away from seeking treatment.",https://www.pajhwok.com/en/2012/12/02/aids-patients-have-doubled-kandahar-official
د سرې مياشتې ١٦٠ رضاکاران په ستاينليکونو ونازول شول,جلال اباد (پژواک ١٢ ليندۍ ٩٠): په ختيځو ولايتونو کې د سرې مياشتې ټولنې له ٦٠٠٠ رضاکارانو څخه د ښو خدمتونو له امله ١٦٠ تنه د ليندۍ په ١٢مه، په ستاينليکونو ونازول شول .,nasrat.samimi,2011-12-03,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'ستاينليکونو', 'مياشتې', 'suggestions', 'شول', 'په', '١٦٠', 'سرې', 'ونازول', 'رضاکاران', 'pajhwok', 'د', 'interested', 'thoughts', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/344703
"Photo: KABUL, Nov 30th, 2008",,editor,2010-06-26,,"KABUL , Nov 30th, 2008: Ministry of Public Health (MoPH) has registered 505 positive cases of HIV/Aids in the country but 3000 could be affected in the country. PAJHWOK/Mustafa Basharat",{},"['country', 'positive', 'public', 'pajhwokmustafa', 'moph', 'ministry', 'kabul', '30th', 'nov', '2008', 'hivaids', 'registered']","KABUL , Nov 30th, 2008: Ministry of Public Health (MoPH) has registered 505 positive cases of HIV/Aids in the country but 3000 could be affected in the country. PAJHWOK/Mustafa Basharat",https://www.pajhwok.com/en/photo/109032
په کندهار کې ١١ تنه د ايډز په ناروغۍ اخته دي,کندهار ښار (پژواک ١٢ ليندۍ ٩٠): د هېواد د نورو برخو په څېر په کندهار کې هم د ايډز نړيواله ورځ داسې مهال ونمانځل شوه، چې په دې ولايت کې ١١ تنه په دې وژونکې ناروغۍ اخته دي.,nasrat.samimi,2011-12-03,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'ايډز', 'تنه', 'اخته', 'suggestions', '١١', 'ناروغۍ', 'په', 'دي', 'pajhwok', 'thoughts', 'کې', 'د', 'interested', 'کندهار', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/344699
152 clinics to be equipped with modern tools,KABUL (PAN,mnaseh,2011-05-26,,"KABUL (PAN ): As many as 152 healthcare centres will be equipped with modern tools to diagnose tuberculosis and malaria in 14 provinces of the country, the acting public health minister said on Thursday. The equipment will be provided to clinics in Helmand, Laghman, Kandahar, Kunduz, Badakhshan, Faryab, Badghis, Kunar, Herat, Nangarhar, Baghlan, Khost, Takhar and Balkh provinces. Dr. Suraya Dalil told journalists in Kabul equipping the clinics would cost 118 million afghanis ($2.5 million), to be provided by the Global Business Coalition on HIV/AIDS, Tuberculosis and Malaria. She said 108 of 755 clinics nationwide had already been equipped. Last year, 400,000 cases of malaria were registered across the country, she said. This year, the ministry will distribute one million free mosquito nets to prevent the spread of the disease. In 2009, more than 71,000 people were said to be infected with tuberculosis and malaria, but the number had been reduced to 50,000, the ministry spokesman, Ghulam Sakhi Kargar, told Pajhwok Afghan News. frm/mud",{},"['malaria', '152', 'equipped', 'country', 'tuberculosis', 'tools', 'clinics', 'ministry', 'told', 'provided', 'kabul', 'million', 'modern']","KABUL (PAN ): As many as 152 healthcare centres will be equipped with modern tools to diagnose tuberculosis and malaria in 14 provinces of the country, the acting public health minister said on Thursday. The equipment will be provided to clinics in Helmand, Laghman, Kandahar, Kunduz, Badakhshan, Faryab, Badghis, Kunar, Herat, Nangarhar, Baghlan, Khost, Takhar and Balkh provinces. Dr. Suraya Dalil told journalists in Kabul equipping the clinics would cost 118 million afghanis ($2.5 million), to be provided by the Global Business Coalition on HIV/AIDS, Tuberculosis and Malaria. She said 108 of 755 clinics nationwide had already been equipped. This year, the ministry will distribute one million free mosquito nets to prevent the spread of the disease.",https://www.pajhwok.com/en/2011/05/26/152-clinics-be-equipped-modern-tools
"Photo: KABUL, Dec 21, 2009",,editor,2010-06-26,,"KABUL , Dec 21, 2009 : Husan Banu Ghazanfar, acting minister for Ministry of Women Affairs (MoWA) in the fourth conference of SAARC technical committee said that issues such as trafficking, abduction and violence against women as well as health condition, HIV/AIDS, women, children and youth education of member countries will be discussed and solutions will be sought. PAJHWOK/Lataria Farshad",{},"['youth', 'technical', 'saarc', 'trafficking', 'violence', 'solutions', 'dec', '2009', 'women', '21', 'sought', 'kabul', 'mowa', 'pajhwoklataria']","KABUL , Dec 21, 2009 : Husan Banu Ghazanfar, acting minister for Ministry of Women Affairs (MoWA) in the fourth conference of SAARC technical committee said that issues such as trafficking, abduction and violence against women as well as health condition, HIV/AIDS, women, children and youth education of member countries will be discussed and solutions will be sought. PAJHWOK/Lataria Farshad",https://www.pajhwok.com/en/photo/111077
په کابل کې د ساري ناروغيو د درملنې ځانګړى روغتون جوړيږي,کابل (پژواک ٢٨غويي٩١): په کابل کې د جاپان په مرسته پر ساري ناروغيو د اخته کسانو د درملنې ځانګړى روغتون جوړيږي.,daud.hussaini,2012-05-17,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'کابل', 'ځانګړى', 'suggestions', 'ناروغيو', 'په', 'جوړيږي', 'روغتون', 'ساري', 'pajhwok', 'کې', 'د', 'interested', 'thoughts', 'درملنې', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/355570
اتحاديه اروپا بيش از ٤٧ ميليون يورو با افغانستان کمک ميکند,کابل ( پژواک ١٢ عقرب ٩٠): اتحاديه اروپا بيش از ٤٧ ميليون يورو در بخش صحت با افغانستان کمک ميکند.,hasib.noori,2011-11-03,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', '٤٧', 'افغانستان', 'ميليون', 'suggestions', 'بيش', 'با', 'کمک', 'pajhwok', 'interested', 'يورو', 'thoughts', 'از', 'ميکند', 'clicking', 'اروپا']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/342972
Women Jalalabad,,editor,2011-02-18,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'suggestions', 'pajhwok', 'interested', 'thoughts', 'afghan', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/photo/128081
Photo: NANGARHAR. Dec 01st 2008,,editor,2010-06-26,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'suggestions', 'nangarhar', 'dec', 'pajhwok', 'thoughts', 'interested', '2008', '01st', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/photo/109039
Global Fund pledges $20m in aid to MoPH,"KABUL (PAN): The Global Fund, an international financing organisation, on Saturday pledged $20 million in assistance to the Ministry of Public Health (MoPH) to help control and fight AIDS, tuberculosis and malaria diseases in Afghanistan.",mnaseh,2013-04-20,,"KABUL (PAN ): The Global Fund, an international financing organisation, on Saturday pledged $20 million in assistance to the Ministry of Public Health (MoPH) to help control and fight AIDS, tuberculosis and malaria diseases in Afghanistan . An agreement to the effect was signed between Public Health Minister Suraya Dalil and the organizations representative in Kabul, Loka Ocheni. After signing the contract, Dalil said the assistance would be used to establish 28 nursing schools in 28 provinces and training to more than one thousand nurses. She said five modern laboratories would also be established in Kandahar, Mazar-i-Sharif, Jalalabad, Herat and Kabul provinces for diagnosing malaria, TB and HIV/AIDs diseases. Ocheni said the diseases were dangerous and epidemic, adding his organisation would continue to support Afghanistans public health sector. He said the Global Fund would monitor how the assistance was being used in order to ensure quality health services to the Afghans. mrh/ma",{},"['malaria', 'organisation', 'public', 'assistance', 'fund', 'aid', 'moph', 'health', 'kabul', 'pledges', 'used', '20m', 'provinces', 'global']","KABUL (PAN ): The Global Fund, an international financing organisation, on Saturday pledged $20 million in assistance to the Ministry of Public Health (MoPH) to help control and fight AIDS, tuberculosis and malaria diseases in Afghanistan . An agreement to the effect was signed between Public Health Minister Suraya Dalil and the organization's representative in Kabul, Loka Ocheni. She said five modern laboratories would also be established in Kandahar, Mazar-i-Sharif, Jalalabad, Herat and Kabul provinces for diagnosing malaria, TB and HIV/AIDs diseases. Ocheni said the diseases were dangerous and epidemic, adding his organisation would continue to support Afghanistan's public health sector. He said the Global Fund would monitor how the assistance was being used in order to ensure quality health services to the Afghans.",https://www.pajhwok.com/en/2013/04/20/global-fund-pledges-20m-aid-moph
په ننګرهار کې د سرې مياشتې ځانګړې اونۍ پيل شوه,جلااباد (پژواک ٢٥ تله ٩٠): له سرې مياشتې سره د پانګه والو او مالداره خلکو له لوري د مرستې کولو ځانګړې اونۍ، د جلااباد ښار د اطلاعاتو او کلتور رياست په تالار کې پيل شوه.,Hikmat.safi,2011-10-17,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'مياشتې', 'اونۍ', 'suggestions', 'ځانګړې', 'په', 'سرې', 'پيل', 'pajhwok', 'ننګرهار', 'کې', 'د', 'interested', 'thoughts', 'شوه', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/341808
وزير صحت عامه از افزايش واقعات ثبت شده مثبت  اج آى وى در کشور خبر داد,کابل (پژواک،١٢قوس٩٠): سرپرست وزارت صحت عامه، از افزايش بيش از٥٠ درصد واقعات ثبت شدۀ اچ آى وى  (HIV) در کشور خبر داد و قراردادهاى جداگانۀ مبارزه با اين بيمارى را با ارگان هاى ذيربط امضا نمود.,hasib.noori,2011-12-04,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'وى', 'suggestions', 'وزير', 'مثبت', 'داد', 'کشور', 'در', 'pajhwok', 'عامه', 'interested', 'واقعات', 'صحت', 'thoughts', 'شده', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/344733
National Olympic Committee chairman Mohammad Zahir Aghbar,,Zahra.Hamidi,2017-04-27,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'suggestions', 'mohammad', 'aghbar', 'chairman', 'committee', 'olympic', 'pajhwok', 'national', 'interested', 'zahir', 'thoughts', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/482641
Conference,,Zahra.Hamidi,2016-11-30,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'suggestions', 'pajhwok', 'interested', 'thoughts', 'afghan', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/470243
"172 health facilities built last year, 206 on cards: Feroz",KABUL (Pajhowk): Around 206 new health,mohammad.ali,2018-04-03,,"KABUL (Pajhowk): Around 206 new health centers would be established in 13 provinces this year with financial support of the World Bank, announced Public Health Minister Dr. Ferozuddin Feroz on Tuesday. Dr. Feroz told a press conference here that the Public Health Ministry (MoPH) set up 172 health facilities in 18 provinces last year. The new facilities to be built this solar year would help further increase people’s access to quality health services especially children and women in the 13 provinces, said the minister. He said the facilities would be constructed in Herat, Kandahar, Paktika, Paktia, Khost, Badakhshan, Takhar, Baghlan, Jawzjan, Faryab, Bamyan, Ghazni and Kabul provinces at a cost of $9.5 million. The minister also hinted at a 40 percent raise in health workers’ salaries to encourage them into offering quality health services in the 13 provinces and two centers would be constructed for HIV disease in Kabul and Herat, Feroz informed. “We are striving to expand the provision of quality healthcare services on the national level, so that our patients are treated inside the country,” Feroz remarked. Nilofar Ibrahimi, a people representative from Badakhshan province, told the press conference that her province had the highest maternal mortality rate and construction of the new health centers would be a great help with local residents. sa/ma",{},"['172', 'feroz', 'built', 'centers', 'facilities', 'cards', 'kabul', 'told', 'services', 'health', 'provinces', '13', '206', 'quality']","KABUL (Pajhowk): Around 206 new health centers would be established in 13 provinces this year with financial support of the World Bank, announced Public Health Minister Dr. Ferozuddin Feroz on Tuesday. Dr. Feroz told a press conference here that the Public Health Ministry (MoPH) set up 172 health facilities in 18 provinces last year. The new facilities to be built this solar year would help further increase people’s access to quality health services especially children and women in the 13 provinces, said the minister. He said the facilities would be constructed in Herat, Kandahar, Paktika, Paktia, Khost, Badakhshan, Takhar, Baghlan, Jawzjan, Faryab, Bamyan, Ghazni and Kabul provinces at a cost of $9.5 million. The minister also hinted at a 40 percent raise in health workers’ salaries to encourage them into offering quality health services in the 13 provinces and two centers would be constructed for HIV disease in Kabul and Herat, Feroz informed.",https://www.pajhwok.com/en/2018/04/03/172-health-facilities-built-last-year-206-cards-feroz
سنگ تهداب تعمير شفاخانه توبرکلوز، کابل,,daud.hussaini,2012-05-17,,"KABUL , May 17, 2012: Japanese Ambassador to Afghanistan Reiichiro Takahashi and Public Health Minister Dr. Soraya Dalil lay foundation stone for a new hospital in Kabul. The hospital is constructed by Japan at a cost of $28 million, where tuberculosis, HIV and malaria would be treated, Dalil said. PAJHWOK/Haseeb Muslih",{},"['soraya', 'کابل', 'تهداب', 'takahashi', 'تعمير', 'dalil', 'tuberculosis', 'stone', 'شفاخانه', 'saidpajhwokhaseeb', 'public', 'توبرکلوز', 'hospital', 'reiichiro', 'سنگ', 'treated']","KABUL , May 17, 2012: Japanese Ambassador to Afghanistan Reiichiro Takahashi and Public Health Minister Dr. Soraya Dalil lay foundation stone for a new hospital in Kabul. The hospital is constructed by Japan at a cost of $28 million, where tuberculosis, HIV and malaria would be treated, Dalil said. PAJHWOK/Haseeb Muslih",https://www.pajhwok.com/en/photo/178801
Photo: KABUL Apr 21 2009,,editor,2010-06-26,,"KABUL Apr 21 2009: Public Health Minister Dr. Muhammad Amen Fatimi cuts the ribbon to inaugurate the first-ever hospital for the HIV/AIDS patients in the capital Kabul on Tuesday. The hospital has been constructed with a cost of 110,000 US dollars with the help of the US Agency for International Development (USAID ). PAJHWOK/Nilab Habibi",{},"['usaid', 'public', 'minister', '2009', 'international', '21', 'ribbon', 'pajhwoknilab', 'hospital', 'patients', 'kabul', 'apr', 'muhammad']","KABUL Apr 21 2009: Public Health Minister Dr. Muhammad Amen Fatimi cuts the ribbon to inaugurate the first-ever hospital for the HIV/AIDS patients in the capital Kabul on Tuesday. The hospital has been constructed with a cost of 110,000 US dollars with the help of the US Agency for International Development (USAID ). PAJHWOK/Nilab Habibi",https://www.pajhwok.com/en/photo/109805
شفاخانه اختصاصى تداوى امراض سارى  درکابل ايجاد مى گردد,کابل (پژواک ٢٨ثور،٩١): غرض تداوى  مبتلايان به امراض سارى ، به کمک جاپان شفاخانه اختصاصى در کابل ايجادمى گردد. سنگ تهداب  اين شفاخانه امروز(٢٨ثور) توسط وزير صحت عامه وسفير جاپان در کابل ضمن يک سلسله مراسمى گذاشته شد.,basir.fitri,2012-05-17,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'درکابل', 'suggestions', 'شفاخانه', 'clicking', 'گردد', 'pajhwok', 'امراض', 'interested', 'تداوى', 'thoughts', 'مى', 'ايجاد', 'اختصاصى', 'سارى']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/355569
اروپايي ټولنه له افغانستان سره څه باندې ٤٧ ميليون يورو مرسته کوي,کابل ( پژواک ١٢ لړم،٩٠ ): اروپايي ټولنه له افغانستان سره د روغتيا په برخه کې څه باندې ٤٧ ميليون يورو مرسته کوي.,daud.hussaini,2011-11-03,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', '٤٧', 'څه', 'باندې', 'کوي', 'ميليون', 'مرسته', 'suggestions', 'له', 'سره', 'pajhwok', 'interested', 'ټولنه', 'يورو', 'thoughts', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/342958
"Dr. Ubidullah Rhydy, member of (Chater)",,Zahra.Hamidi,2017-01-18,,"KABUL , Jan 18, 2017: Dr. Ubidullah Rhydy, member of (Chater) in a press conference declared the existence of “Chater” NGO, term supply better services and the level of public awareness about the dangers of drugs and HIV in Afghanistan . PAJHWOK/Bais yousufi",{},"['dr', 'ubidullah', 'public', 'pajhwokbais', 'press', 'supply', 'rhydy', 'services', 'yousufi', 'term', 'member', 'chater']","KABUL , Jan 18, 2017:Dr. Ubidullah Rhydy, member of (Chater) in a press conference declared the existence of “Chater” NGO, term supply better services and the level of public awareness about the dangers of drugs and HIV in Afghanistan . PAJHWOK/Bais yousufi",https://www.pajhwok.com/en/node/474252
ننګرهار کې د ايډز ٧٣ مثبتې پېښې ثبت شوي,"JALALABAD (Pajhwok): At least 73 new Acquired Immune Deficiency Syndrome (AIDS) cases have been detected in eastern Nangarhar province, an official said on Monday.",nasidiqi,2015-03-10,,"JALALABAD (Pajhwok): At least 73 new Acquired Immune Deficiency Syndrome (AIDS) cases have been detected in eastern Nangarhar province, an official said on Monday. Speaking at a gathering on eve of International AIDS Day, Dr. Najib Kamawal said of the 73 patients, nine had died while 36 others were under medical treatment. The tragic aspect of the issue, he said, was that most of the patients had gone abroad or travelled to other provinces of the country. Muhammad Hanif Gardiwal, the deputy governor, expressed shock over the increase in the number of AIDS patients. He demanded of the relevant departments to make concerted efforts to control the deadly disease before it slipped out of control. rm/mud",{},"['73', 'travelled', 'nangarhar', 'slipped', 'tragic', 'patients', 'detected', 'cases', 'aids', 'treatmentthe', 'syndrome', 'shock', 'relevant']","JALALABAD (Pajhwok): At least 73 new Acquired Immune Deficiency Syndrome (AIDS) cases have been detected in eastern Nangarhar province, an official said on Monday. Speaking at a gathering on eve of International AIDS Day, Dr. Najib Kamawal said of the 73 patients, nine had died while 36 others were under medical treatment. The tragic aspect of the issue, he said, was that most of the patients had gone abroad or travelled to other provinces of the country. Muhammad Hanif Gardiwal, the deputy governor, expressed shock over the increase in the number of AIDS patients. He demanded of the relevant departments to make concerted efforts to control the deadly disease before it slipped out of control.",https://www.pajhwok.com/en/node/406880
ADB to pursue 5 priorities under long-term strategy,"YOKOHAMA (Pajhwok): The 50th Board of Governors Conference of the Asian Development Bank (ADB) ended on Monday, with a promise to consider five priorities as part of a long-term strategy of the institution.",nuddin,2017-05-15,,"YOKOHAMA (Pajhwok): The 50th Board of Governors Conference of the Asian Development Bank (ADB) ended on Monday, with a promise to consider five priorities as part of a long-term strategy of the institution. After several meetings, conferences, seminars and media events, ADB’s President Takehiko Nakao noted progress in the Asia Pacific. However, he acknowledged challenges still remained. In Asia 330 million people still live in absolute poverty on less than $1.90 a day. Implementing the Sustainable Development Goals and climate actions and collective priorities for Asian economies, the bank has started discussing its long-term strategy, whose five priorities are to be considered: 1. Infrastructuredevelopment: This remains ADBs top priority. A recent report by the bank found that $1.7 trillion per year through 2030 is needed in investments in power, transport, telecommunications, and water for the regions development. ""This is more than double our previous estimate, reflecting additional investments needed to support continued growth and address climate change,"" said Nakao. 2. Support for poorest and fragile countries and inclusiveness: While progress in Asia has been impressive, health and education are top on the list of ADBs development goals. ""In health, we will support universal healthcare systems and cross-border initiatives to combat communicable diseases such as malaria, tuberculosis, and HIV. In education, we will continue to support Technical and Vocational Education and Training, or TVET, and help improve the quality of secondary education,"" he said. 3. Gender equality: Nakao said they would strengthen their gender equality work since ""gender is a cross-cutting issue that influences all social and economic processes."" It will design projects that help women and girls secure higher skills, better health, more jobs and a larger voice in decision making. 4. Using private resources for development, the ADB aims to promote greater and more effective use of public–private partnerships (PPPs). It is also financing projects by private companies working on solar, wind and geothermal power infrastructure, highways, telecommunications and ports, as well as projects in education, health, and agriculture and further still the ADB priorities are funding micro, small and medium sized enterprises through local banks. 5. ADB will ensure reforms to better conduct its work in the most efficient way. ""ADB will strengthen its sector and thematic expertise, enhance staff capacity and streamline procedures. We will deepen our collaboration with civil society , academia, the private sector and local authorities,"" Nakao promised. nh/pr/mud",{},"['adb', 'strategy', 'longterm', 'education', 'projects', 'nakao', 'gender', 'pursue', 'support', 'development', 'priorities', 'health', 'private']","YOKOHAMA (Pajhwok): The 50th Board of Governors Conference of the Asian Development Bank (ADB) ended on Monday, with a promise to consider five priorities as part of a long-term strategy of the institution. Implementing the Sustainable Development Goals and climate actions and collective priorities for Asian economies, the bank has started discussing its long-term strategy, whose five priorities are to be considered:1. Gender equality: Nakao said they would strengthen their gender equality work since ""gender is a cross-cutting issue that influences all social and economic processes."" Using private resources for development, the ADB aims to promote greater and more effective use of public–private partnerships (PPPs). ""ADB will strengthen its sector and thematic expertise, enhance staff capacity and streamline procedures.",https://www.pajhwok.com/en/2017/05/08/adb-pursue-5-priorities-under-long-term-strategy
Afghanistan committed to eradicating polio: Feroz,"WASHINGTON (Pajhwok): The Afghan government is ‘passionately committed’ to eradicating polio from the country, a top Afghan health",Ali,2016-06-23,,"WASHINGTON (Pajhwok): The Afghan government is ‘passionately committed’ to eradicating polio from the country, a top Afghan health official said Thursday. The public health minister acknowledged insecurity, inaccessibility and unacceptability posed major hurdles to address the challenge of polio eradication effort. Ferozuddin Feroz told a Washington audience that Afghanistan was among the only two countries in the world where the crippling disease was still rife. Noting that six polio cases have been detected so far in Afghanistan, Feroz said the Afghan government was working on a strategy to contain the virus. At the same time, he said, insurgents were not letting health workers to reach certain parts of the county. “Then there is also false believe that polio is a non-Islamic thing,” the minister said in response to a question at the Wilson Center, a top American think-tank. In addition to working on a community program, Feroz said the Afghan government has engaged religious leaders to talk about the acceptability of polio drops. “I am sure with these efforts, we would not only be able to contain polio, but also eradicate it,” the minister said. The event at Wilson Center was held to release results of the first-ever Demographic and Health Survey (DHS), the international “gold standard” assessment tool used by over 90 countries to evaluate a population’s health and disseminate nationally representative data on fertility, family planning, maternal and child health, gender, HIV/AIDs, and nutrition. Referring to the survey results, Feroz said there has been considerable progress in the health sector and significant improvement in various health parameters including child and women mortality. At the same time, he acknowledged there is a long way to go. Afghanistan’s health sector, he said, is heavily dependent on donor countries and out of pocket payment by Afghan population. “We are not sure that (foreign) financial assistance would continue any longer. Therefore the Afghan Government is working on generating its own resources,” he said and listed out a proposed tax on tobacco products as one such example. The introduction of tax on tobacco products, Feroz said is estimated to generate a revenue of USD 30 million per annum. The Afghan government is also planning to introduce various social security including health insurance as a pilot projects in Afghanistan, he said. “There is substantial improvement in maternal health…., vaccination coverage has increased,” he said adding that these progress have been made through high level commitment, scaling up of cost effective and live savings Despite these progress, Afghanistan faces many challenges, including insecurity and inaccessibility and dependence on external assistance. “We are in the process of developing national strategy for next five year,” Feroz said. Participating the panel discussion, Sayed Alam Shinwari, president of the Afghan Medical Professionals Association of America said only 30 percent of the work has been accomplished in the country’s health sector, and 70 percent of the work is still left. “It required contributions from everyone. As we supported the country in last decade, let’s support Afghanistan in the next 15 years to make Afghanistan self-sufficient in the health sector,” Dr Shinwari said. Reiterating that the US is committed to support Afghanistan in the long term, Larry Sampler, Assistant to the Administrator for the Office for Afghanistan and Pakistan at USAID , said that the country need for a healthy population of the country. The US strategy, he asserted, is aimed at helping the Afghan Government providing quality health care to the people of Afghanistan. The survey demonstrates how far the Afghan public health sector has gone and how far it has to go, Sampler said. lkj",{},"['strategy', 'sector', 'feroz', 'working', 'afghanistan', 'polio', 'progress', 'survey', 'health', 'eradicating', 'committed', 'afghan']","WASHINGTON (Pajhwok): The Afghan government is ‘passionately committed’ to eradicating polio from the country, a top Afghan health official said Thursday. Ferozuddin Feroz told a Washington audience that Afghanistan was among the only two countries in the world where the crippling disease was still rife. Noting that six polio cases have been detected so far in Afghanistan, Feroz said the Afghan government was working on a strategy to contain the virus. As we supported the country in last decade, let’s support Afghanistan in the next 15 years to make Afghanistan self-sufficient in the health sector,” Dr Shinwari said. The survey demonstrates how far the Afghan public health sector has gone and how far it has to go, Sampler said.",https://www.pajhwok.com/en/2016/06/23/afghanistan-committed-eradicating-polio-feroz
